camera,range_m,speed_m_s,heading_rel_deg,pos_std_m,vel_std_m_s,ego_vx
1759902505563395878,4.896,14.756,1.73,0.1007,0.3866,13.0782
1759902505613691176,4.778,14.664,0.45,0.1012,0.3883,13.2227
1759902505663366054,4.69,14.983,3.36,0.1013,0.3883,13.3574
1759902505704819410,4.7,14.606,4.45,0.0995,0.3851,13.4407
1759902505754800600,4.877,14.639,4.13,0.1005,0.3867,13.5497
1759902505804999364,4.798,14.232,5.15,0.1011,0.3873,13.5873
1759902505850401769,4.734,13.948,5.87,0.1004,0.3859,13.6405
1759902505901245900,4.865,14.331,4.06,0.1012,0.3876,13.703
1759902505951216791,4.786,14.451,2.09,0.1015,0.3884,13.7505
1759902506035167628,5.121,17.847,4.16,0.1091,0.3993,13.8108
1759902506085643289,5.021,17.197,3.97,0.106,0.3948,13.8543
1759902506135290514,4.936,16.165,1.69,0.1041,0.3925,13.8931
1759902506187970466,4.863,16.835,-1.16,0.1037,0.3921,13.9317
1759902506227722217,4.966,16.111,0.89,0.1006,0.3881,13.9714
1759902506282148438,5.048,15.486,0.76,0.1022,0.391,14.0204
1759902506323918737,5.081,15.04,0.68,0.1002,0.3884,14.0486
1759902506372162133,4.921,14.942,-1.9,0.1006,0.389,14.0981
1759902506419340064,5.016,14.798,-3.19,0.1005,0.3887,14.1591
1759902506467908869,5.237,14.372,-3.98,0.1008,0.3889,14.204
1759902506517974059,5.396,14.03,-4.45,0.1014,0.3894,14.2454
1759902506567891718,5.136,13.783,-6.49,0.1016,0.3893,14.2802
1759902506619058142,5.136,14.388,-2.95,0.102,0.3899,14.3254
1759902506668689858,4.89,14.431,-3.73,0.1019,0.3899,14.3763
1759902506717719870,4.799,14.285,-4.72,0.1017,0.3897,14.4356
1759902506764864778,5.176,15.108,-4.28,0.1012,0.3891,14.488
1759902506813422642,5.474,15.672,-3.77,0.1012,0.3893,14.5248
1759902506883575535,5.23,15.546,-5.51,0.106,0.3962,14.5311
1759902506900618700,5.045,15.534,-6.54,0.0966,0.3826,14.5354
1759902506984353507,5.109,15.551,-8.16,0.1064,0.3976,14.5995
1759902507022766171,4.927,15.128,-6.88,0.1017,0.3911,14.6281
1759902507070840666,5.343,15.456,-8.74,0.1013,0.3909,14.6579
1759902507119424630,5.665,15.672,-9.75,0.1012,0.3909,14.6778
1759902507168498766,5.889,15.874,-5.95,0.1012,0.3907,14.6644
1759902507217794022,5.595,15.995,-0.33,0.1011,0.3886,14.6639
1759902507270150950,5.225,15.847,1.42,0.1017,0.3879,14.708
1759902507320719377,5.138,15.323,6.03,0.1015,0.3839,14.7152
1759902507369538948,5.185,15.773,4.43,0.1012,0.3836,14.7143
1759902507417599978,5.233,16.099,3.03,0.1009,0.3843,14.7307
1759902507454366262,5.138,15.719,0.01,0.0981,0.3815,14.7301
1759902507500816199,5.089,15.43,2.09,0.0988,0.3836,14.7102
1759902507550174625,5.063,15.442,0.78,0.0999,0.3861,14.7275
1759902507600523033,5.048,15.462,-0.24,0.1008,0.388,14.7145
1759902507650534351,4.813,15.328,1.1,0.1012,0.3888,14.7093
1759902507700474824,4.921,15.996,-2.2,0.1015,0.3894,14.6989
1759902507750673358,4.953,15.772,-4.12,0.1017,0.3897,14.6641
1759902507829753605,4.961,15.032,-1.71,0.1081,0.3989,14.6258
1759902507851286446,5.241,15.386,-1.07,0.0989,0.3857,14.6261
1759902507900351434,5.104,16.418,0.77,0.0998,0.3878,14.6334
1759902507988151981,5.056,16.659,-0.83,0.1089,0.4011,14.5718
1759902508025078400,5.583,16.292,-0.1,0.1029,0.3923,14.5641
1759902508068317321,5.96,15.964,0.48,0.1008,0.3898,14.544
1759902508117461801,5.646,16.283,6.7,0.1009,0.388,14.4225
1759902508167481304,5.312,15.774,7.45,0.1012,0.3869,14.3279
1759902508218051524,5.215,15.151,5.79,0.1015,0.3876,14.3018
1759902508263748429,5.379,15.165,3.54,0.1007,0.3869,14.2775
1759902508314870779,5.517,15.172,1.75,0.1015,0.3886,14.2455
1759902508364404679,5.287,14.75,1.74,0.1016,0.3891,14.1552
1759902508414974668,5.218,14.839,1.07,0.1019,0.3898,14.0997
1759902508463848563,5.367,14.941,-0.25,0.1017,0.3896,14.071
1759902508508695742,5.138,14.465,-0.13,0.1006,0.3883,14.0133
1759902508558592122,4.961,14.138,-0.07,0.1012,0.3893,13.8854
1759902508609851552,5.063,14.282,-0.64,0.1018,0.3903,13.8198
1759902508659164432,5.072,14.855,-0.68,0.1018,0.3902,13.8196
1759902508708610485,5.0,15.198,2.9,0.1017,0.3896,13.7931
1759902508759930881,5.09,14.968,3.16,0.1021,0.3899,13.7221
1759902508805727055,5.156,15.139,5.93,0.1011,0.3875,13.665
1759902508854885130,5.23,15.252,7.79,0.1012,0.3869,13.6224
1759902508907087003,5.23,14.998,4.19,0.102,0.3886,13.5602
1759902508974751154,4.968,14.216,0.69,0.1059,0.3941,13.5065
1759902509024968784,4.788,14.127,5.44,0.1042,0.3915,13.4712
1759902509075828585,4.765,14.064,4.63,0.1034,0.3907,13.4273
1759902509123233737,5.07,14.835,0.75,0.1021,0.3893,13.4047
1759902509168878423,5.165,14.642,0.07,0.101,0.388,13.3656
1759902509217009766,5.237,14.486,-0.43,0.101,0.3883,13.3036
1759902509254434141,5.267,14.614,-2.08,0.0984,0.3847,13.2791
1759902509310584902,5.314,15.351,-3.94,0.1014,0.389,13.2041
1759902509360039211,5.518,14.926,-4.28,0.1015,0.3889,13.1653
1759902509412173475,5.182,14.428,-0.3,0.1022,0.3899,13.1486
1759902509456538557,4.948,14.141,2.61,0.1008,0.3874,13.1218
1759902509502347435,4.997,14.546,2.55,0.1003,0.3868,13.074
1759902509550884279,5.034,14.551,6.36,0.1006,0.3864,13.0295
1759902509629705062,5.068,14.838,3.48,0.1076,0.3966,12.9377
1759902509651062911,5.113,14.7,2.21,0.0986,0.3838,12.9129
1759902509701704156,5.033,15.137,2.03,0.1001,0.3873,12.8682
1759902509751249177,4.98,15.472,1.88,0.1008,0.3888,12.8545
1759902509801366125,4.887,16.04,-1.64,0.1013,0.3892,12.8065
1759902509851033740,4.81,15.631,-4.73,0.1015,0.388,12.7871
1759902509901666499,4.883,15.519,-6.48,0.1018,0.3874,12.7494
1759902509984620281,4.782,14.993,-1.58,0.109,0.3981,12.7181
1759902510031636223,4.794,15.808,3.4,0.1051,0.3917,12.6668
1759902510081082046,4.849,16.603,3.36,0.1035,0.3898,12.6033
1759902510125790110,4.844,16.057,4.88,0.1015,0.3871,12.5949
1759902510179436800,4.864,15.65,6.03,0.1024,0.3887,12.5523
1759902510229755201,4.865,15.09,3.8,0.1022,0.3891,12.5242
1759902510286619428,5.24,15.718,2.5,0.1036,0.3916,12.4936
1759902510326864898,5.16,16.204,1.85,0.1006,0.3876,12.4371
1759902510375488397,5.056,15.47,-0.55,0.1008,0.3879,12.4118
1759902510421312533,5.041,15.464,0.28,0.1003,0.3875,12.4135
1759902510480866815,4.981,14.843,-1.46,0.1032,0.3915,12.3893
1759902510510676824,4.896,14.456,-2.63,0.098,0.3836,12.3687
1759902510556091381,5.054,14.208,-5.02,0.0985,0.3841,12.3428
1759902510604727584,5.307,14.861,-5.95,0.0996,0.3856,12.3195
1759902510655092214,5.517,15.317,-6.33,0.1007,0.3871,12.3045
1759902510705383103,5.769,19.833,3.87,0.1013,0.3871,12.2912
1759902510756588852,5.772,18.692,5.5,0.1017,0.3859,12.2714
1759902510800045306,6.156,17.719,2.72,0.1003,0.3844,12.2473
1759902510850524233,5.975,17.448,0.13,0.1011,0.3863,12.232
1759902510900673383,6.08,17.522,-1.43,0.1014,0.3872,12.199
1759902510987005187,6.106,17.819,3.0,0.1095,0.399,12.1576
1759902511034092486,5.796,16.501,1.05,0.1055,0.3934,12.1362
1759902511083334691,5.568,15.697,0.64,0.1037,0.3916,12.127
1759902511133062850,5.392,15.153,0.29,0.1028,0.3911,12.1009
1759902511182656874,5.94,15.796,-9.37,0.1022,0.3875,12.0709
1759902511237367016,5.581,14.705,-6.14,0.103,0.389,12.0241
1759902511279883724,5.84,15.486,-5.9,0.1008,0.3864,12.0232
1759902511330923677,5.545,15.158,-3.86,0.1015,0.3883,12.0152
1759902511381789650,5.853,19.397,-14.18,0.1018,0.388,11.9817
1759902511436524378,6.296,22.646,-20.54,0.1028,0.3873,11.949
1759902511471259050,5.955,20.255,-17.01,0.0987,0.3816,11.9411
1759902511523041455,5.95,18.41,-14.19,0.1004,0.3853,11.9288
1759902511560705747,5.858,17.15,-12.09,0.0981,0.3826,11.9248
1759902511609380423,5.879,16.466,-11.63,0.0994,0.3853,12.0583
1759902511659343359,6.031,16.297,-9.96,0.1004,0.3872,12.106
1759902511705329313,5.77,16.029,-6.74,0.1,0.3863,12.0974
1759902511750580260,5.96,17.001,-6.48,0.0997,0.3859,12.111
1759902511800770918,6.139,17.699,-6.36,0.1006,0.3875,12.1888
1759902511850586925,5.976,16.952,-7.0,0.1011,0.3885,12.2474
1759902511900768857,5.639,16.803,-2.6,0.1014,0.3881,12.2723
1759902511981396967,5.75,16.47,-2.79,0.1082,0.3977,12.3273
1759902512031227180,5.746,16.64,-0.64,0.1053,0.3929,12.3382
1759902512072052673,5.89,17.077,3.66,0.1016,0.3864,12.3688
1759902512119505385,5.987,16.334,1.53,0.101,0.3864,12.3974
1759902512169384201,5.917,16.121,0.08,0.1013,0.3879,12.3932
1759902512217952886,5.863,15.984,-0.99,0.1012,0.3885,12.4222
1759902512319192805,5.854,14.833,-1.52,0.1124,0.4048,12.4961
1759902512364396482,6.428,15.122,-1.2,0.1066,0.3966,12.4947
1759902512409648351,6.246,15.22,-1.99,0.1035,0.3928,12.4871
1759902512459927668,6.129,15.314,-2.56,0.1028,0.3926,12.4923
1759902512505785759,6.092,15.128,-0.24,0.1015,0.391,12.526
1759902512558809003,6.172,15.818,4.78,0.1023,0.3912,12.5199
1759902512609502949,5.915,15.318,7.05,0.1022,0.3895,12.5567
1759902512661271838,5.981,15.427,4.04,0.1024,0.3901,12.6046
1759902512704665173,5.875,15.083,2.79,0.1007,0.388,12.6195
1759902512754209553,5.8,14.843,1.81,0.1011,0.389,12.6639
1759902512804467199,5.696,14.53,-0.03,0.1016,0.3897,12.734
1759902512854521568,5.534,14.413,2.48,0.1018,0.39,12.7908
1759902512900458619,5.448,14.99,-0.44,0.1009,0.3888,12.8439
1759902512974333840,5.367,14.827,3.95,0.1067,0.3966,12.9262
1759902513022429375,5.219,14.505,5.94,0.1042,0.3921,12.9791
1759902513072620134,5.218,15.114,3.69,0.1032,0.3911,13.0447
1759902513123979034,5.309,14.952,1.13,0.103,0.391,13.1416
1759902513174734486,5.38,14.835,-0.73,0.1027,0.3906,13.2172
1759902513223468966,5.254,15.043,-1.62,0.1021,0.3898,13.2638
1759902513273197756,5.317,15.345,-2.26,0.1019,0.3898,13.3304
1759902513324903179,5.573,15.268,-3.11,0.1023,0.3904,13.365
1759902513368948212,5.375,14.695,-3.52,0.1008,0.3882,13.425
1759902513419842955,5.22,14.293,-3.83,0.1015,0.3894,13.4724
1759902513464811422,5.428,14.56,-3.07,0.1006,0.3882,13.542
1759902513509191812,5.133,14.471,-1.16,0.0998,0.3874,13.6438
1759902513559469342,5.174,14.166,-1.89,0.1008,0.389,13.752
1759902513609720863,5.053,15.264,-4.92,0.1014,0.3897,13.8289
1759902513654459403,4.99,16.087,-7.1,0.1005,0.388,13.9196
1759902513705859225,4.847,15.263,-4.99,0.1014,0.3895,13.9863
1759902513755467885,4.796,14.84,-5.71,0.1016,0.3898,14.0083
1759902513804823024,5.147,17.206,-13.9,0.1016,0.3884,14.0801
1759902513854493561,5.366,16.553,-10.9,0.1016,0.3886,14.0991
1759902513900658110,5.374,15.774,-8.79,0.1008,0.3877,14.1511
1759902513982073890,5.222,15.488,-6.41,0.1081,0.3983,14.2756
1759902514035567068,5.426,14.931,-5.67,0.106,0.3952,14.3663
1759902514073040710,5.54,14.547,-4.95,0.1013,0.389,14.4352
1759902514125457944,5.36,14.283,0.37,0.1019,0.3892,14.5056
1759902514171886144,5.159,14.83,-1.75,0.1009,0.3885,14.5766
1759902514218737326,5.299,15.372,-1.28,0.1005,0.3884,14.6764
1759902514268747359,5.347,14.942,-2.17,0.1011,0.3896,14.76
1759902514310097293,5.372,14.647,-2.71,0.0994,0.3876,14.821
1759902514370521495,5.425,17.676,4.14,0.1027,0.3911,14.9148
1759902514419514906,5.855,16.748,3.59,0.102,0.3891,14.9745
1759902514463898883,5.87,16.241,3.17,0.1006,0.3871,15.04
1759902514508673071,6.458,17.598,5.76,0.0998,0.3859,15.0973
1759902514559895145,5.983,16.34,5.58,0.1009,0.3874,15.143
1759902514604369614,5.604,15.5,5.54,0.1,0.3862,15.1854
1759902514654906086,5.296,15.46,8.37,0.1009,0.3868,15.215
1759902514704430817,5.219,19.522,6.94,0.1012,0.3875,15.3465
1759902514754976156,5.585,18.793,13.61,0.1015,0.383,15.4271
1759902514805564737,5.672,18.529,9.92,0.1017,0.3836,15.4774
1759902514854467175,5.749,18.379,7.04,0.1014,0.3844,15.5478
1759902514904861137,5.534,17.547,7.92,0.1016,0.3858,15.6189
1759902514973725909,5.44,16.869,3.95,0.1058,0.3925,15.6906
1759902515022418680,5.188,16.182,3.71,0.1037,0.3901,15.7491
1759902515067974743,5.265,15.607,4.73,0.1018,0.3883,15.836
1759902515117882250,5.055,15.345,-1.62,0.1017,0.3873,15.8843
1759902515168267956,5.218,17.6,0.53,0.1018,0.3882,15.9489
1759902515219218094,5.388,19.232,2.36,0.102,0.3892,16.0205
1759902515263188485,5.502,17.921,0.88,0.1005,0.3873,16.0798
1759902515314053842,5.343,17.076,-1.03,0.1013,0.3882,16.1369
1759902515363039860,5.493,16.418,-2.64,0.1013,0.3876,16.1795
1759902515409352419,5.333,15.843,-1.17,0.1007,0.3871,16.2328
1759902515459188331,5.204,15.449,-0.12,0.1012,0.3882,16.299
1759902515510357204,5.201,15.55,-0.89,0.1018,0.3893,16.3436
1759902515559111191,5.16,18.075,-4.84,0.1016,0.3886,16.4123
1759902515609053475,4.927,17.181,-2.19,0.1017,0.3891,16.4718
1759902515659090228,5.049,17.056,-3.98,0.1018,0.3893,16.5209
1759902515708933734,5.09,16.6,-4.68,0.1019,0.3892,16.5914
1759902515760439827,5.164,16.801,-3.8,0.1023,0.3899,16.6674
1759902515811470889,5.218,16.94,-3.01,0.1024,0.3903,16.7514
1759902515854562762,4.954,16.396,-5.44,0.1006,0.3876,16.8466
1759902515900239494,4.708,15.954,-2.97,0.1002,0.3874,16.9573
1759902515979039977,4.968,15.579,-4.47,0.1074,0.3977,17.1467
1759902516030055870,4.668,15.208,-3.07,0.1051,0.3944,17.2991
1759902516073491185,4.673,16.059,-2.42,0.1022,0.3906,17.3409
1759902516118362367,4.685,16.667,-1.93,0.1009,0.3891,17.3327
1759902516168369844,4.745,15.861,-2.13,0.1013,0.3902,17.2268
1759902516217787852,4.585,15.696,-0.51,0.1014,0.3903,16.9817
1759902516266271505,4.514,15.093,0.49,0.1013,0.3898,16.9498
1759902516313905555,4.763,15.053,-0.23,0.101,0.3896,16.8872
1759902516363503304,4.516,15.055,0.4,0.1013,0.39,16.7273
1759902516409314742,4.345,15.083,0.91,0.1006,0.3889,16.6445
1759902516450430983,4.354,15.049,-1.39,0.0991,0.387,16.6411
1759902516500462115,4.427,14.835,-3.42,0.1003,0.3887,16.6078
1759902516550307224,4.355,15.316,-1.77,0.1009,0.3896,16.5557
1759902516600195576,4.636,15.834,-0.34,0.1013,0.3899,16.6158
1759902516650756344,4.865,16.181,0.74,0.1017,0.39,16.6676
1759902516700467318,5.338,16.824,3.05,0.1017,0.3892,16.6448
1759902516750252063,5.072,16.552,6.59,0.1016,0.3869,16.6083
1759902516800482323,5.216,16.646,8.64,0.1017,0.3852,16.5608
1759902516850935507,4.967,15.874,6.28,0.1018,0.3858,16.5605
1759902516928942964,4.83,18.001,6.22,0.1079,0.3954,16.5675
1759902516981360719,4.616,16.763,5.33,0.1057,0.3927,16.6308
1759902517034876209,4.844,16.331,3.56,0.1048,0.3921,16.6619
1759902517080252120,5.002,16.008,2.25,0.1024,0.3895,16.6875
1759902517132914951,4.788,15.148,0.46,0.1028,0.3904,16.7474
1759902517173688250,4.752,14.758,-0.97,0.1003,0.387,16.807
1759902517222665631,4.716,14.863,-3.12,0.1007,0.3876,16.8855
1759902517272485692,4.777,15.174,-3.95,0.1012,0.3883,16.9656
1759902517322767030,4.635,14.986,-0.93,0.1016,0.3891,17.0431
1759902517372852536,4.543,14.886,1.37,0.1017,0.3891,17.1111
1759902517422622532,4.497,14.619,-0.94,0.1018,0.3894,17.1604
1759902517467501629,4.307,14.434,-0.95,0.1007,0.3881,17.2223
1759902517513262071,4.683,16.559,-3.12,0.1003,0.3877,17.2909
1759902517563723210,4.482,15.849,1.17,0.1011,0.3882,17.3947
1759902517614090530,4.376,15.393,4.33,0.1015,0.3868,17.4886
1759902517663399631,4.443,15.296,0.25,0.1015,0.3872,17.5408
1759902517709719786,4.415,15.892,-1.06,0.1009,0.3866,17.6354
1759902517754704764,4.445,15.786,-2.55,0.1002,0.3859,17.7145
1759902517800063552,4.318,15.264,-3.13,0.0998,0.3857,17.7705
1759902517850205044,4.204,14.893,-3.56,0.1008,0.3873,17.857
1759902517927857176,4.348,14.784,0.93,0.1074,0.3963,17.9558
1759902517973324821,4.536,14.699,3.85,0.1039,0.3899,18.0429
1759902518024654490,4.744,17.148,13.94,0.1031,0.3844,18.1125
1759902518068548045,4.612,16.882,7.25,0.101,0.3825,18.1855
1759902518118747177,4.471,16.547,3.73,0.1013,0.3843,18.2549
1759902518167831441,4.308,15.862,2.3,0.1013,0.3852,18.2976
1759902518217247746,4.178,15.388,1.09,0.1014,0.3861,18.3379
1759902518269056274,4.238,16.493,-0.28,0.102,0.3877,18.406
1759902518318209799,4.189,16.336,-1.71,0.1017,0.3878,18.4618
1759902518362896581,4.861,17.438,-2.96,0.1006,0.3866,18.5277
1759902518413749875,4.961,16.449,-0.07,0.1013,0.3879,18.5941
1759902518460102962,5.044,15.739,1.92,0.1007,0.3864,18.6078
1759902518506536902,5.048,16.054,0.53,0.1004,0.3863,18.667
1759902518554444501,4.781,15.92,1.57,0.1006,0.3865,18.7506
1759902518600057783,4.781,15.682,-0.61,0.1001,0.3864,18.8017
1759902518650649450,5.056,15.394,-1.56,0.1011,0.3881,18.8892
1759902518700266877,4.708,15.026,-0.22,0.1014,0.3886,19.0003
1759902518750774795,4.445,14.805,0.79,0.1018,0.3891,19.0758
1759902518800055552,4.207,15.16,-0.79,0.1017,0.3891,19.1274
1759902518850057859,4.274,15.614,-8.84,0.1018,0.3871,19.1653
1759902518922938389,3.998,15.308,-6.25,0.1067,0.3947,19.1528
1759902518980070177,4.128,15.377,-1.58,0.106,0.3929,19.1761
1759902519022567250,4.311,16.811,-3.22,0.1024,0.3884,19.1468
1759902519077864715,4.74,16.83,-1.44,0.1033,0.39,19.1648
1759902519122205239,4.443,16.025,-2.47,0.1013,0.3878,19.1585
1759902519176019016,4.188,15.48,-3.12,0.1023,0.3902,19.1384
1759902519222891579,4.807,15.7,-2.67,0.1014,0.3893,19.1214
1759902519273132690,4.601,15.506,0.56,0.1016,0.3889,19.122
1759902519323607936,4.912,15.432,-0.39,0.1018,0.3893,19.1313
1759902519375706004,4.574,15.218,0.05,0.1022,0.39,19.1345
1759902519424865832,4.34,15.071,3.01,0.1018,0.3881,19.1722
1759902519465659400,4.215,14.987,5.11,0.0996,0.3833,19.2026
1759902519514792947,4.488,15.603,4.62,0.1003,0.3843,19.2067
1759902519563985948,4.977,15.308,2.11,0.1007,0.3858,19.2534
1759902519610900210,4.83,15.564,-1.28,0.1005,0.386,19.2841
1759902519654500960,4.756,15.788,-3.75,0.0996,0.3849,19.3208
1759902519705276897,4.886,15.75,-4.34,0.1008,0.387,19.3169
1759902519750873597,5.139,16.734,-1.46,0.1002,0.3864,19.3007
1759902519830001151,4.639,16.052,-2.27,0.1073,0.397,19.3008
1759902519851058144,4.719,16.064,-3.81,0.0983,0.3842,19.2843
1759902519932850429,4.839,16.445,-0.76,0.1068,0.397,19.266
1759902519989597457,4.709,16.295,-1.7,0.106,0.3959,19.3071
1759902520034402704,4.857,18.393,11.11,0.1028,0.3838,19.3121
1759902520085881666,4.743,17.228,6.88,0.1024,0.3827,19.3225
1759902520133411387,4.675,16.515,4.01,0.1014,0.3829,19.3342
1759902520169235086,4.846,16.407,5.79,0.0982,0.3791,19.3525
1759902520218259146,4.574,16.062,5.49,0.0994,0.382,19.3617
1759902520263824636,4.615,15.957,5.51,0.0993,0.3827,19.3906
1759902520314045058,4.636,15.882,5.21,0.1004,0.3849,19.4033
1759902520363528541,4.497,15.505,3.5,0.1009,0.3864,19.4303
1759902520414539153,4.633,15.182,-0.33,0.1015,0.3875,19.3886
1759902520465658653,4.559,14.837,-2.79,0.1019,0.3879,19.3681
1759902520514261232,4.639,15.368,-5.49,0.1015,0.387,19.3243
1759902520563718324,4.314,15.008,-4.77,0.1015,0.3874,19.2689
1759902520608898082,4.084,14.795,-4.15,0.1006,0.3865,19.2685
1759902520650448097,4.319,14.673,-2.92,0.0992,0.385,19.3011
1759902520702568788,4.663,14.909,-2.32,0.1009,0.3879,19.3235
1759902520751311653,4.844,14.989,-4.06,0.1011,0.3884,19.3755
1759902520801322116,4.665,14.754,-5.43,0.1015,0.389,19.4619
1759902520886034608,4.418,14.834,-3.98,0.1093,0.4,19.4997
1759902520929667418,4.596,14.968,0.29,0.1046,0.3921,19.4895
1759902520968338334,4.759,15.046,2.94,0.1007,0.3855,19.4746
1759902521016085489,4.743,15.686,6.08,0.1006,0.3841,19.4564
1759902521064014930,4.561,15.11,1.64,0.1005,0.3851,19.4019
1759902521131128827,4.203,15.191,-1.83,0.1049,0.3922,19.3872
1759902521167319843,5.221,14.957,3.0,0.1004,0.3851,19.4195
1759902521214882577,5.987,14.714,5.65,0.1004,0.3843,19.4202
1759902521264551742,6.912,16.706,0.84,0.1009,0.386,19.4395
1759902521317847996,6.0,15.413,-0.65,0.102,0.3884,19.4492
1759902521367117622,5.791,15.235,-4.32,0.1017,0.388,19.4212
1759902521409948238,5.296,14.957,-7.6,0.1001,0.3849,19.406
1759902521462218654,5.055,15.611,-8.16,0.1013,0.3868,19.4037
1759902521500684911,4.927,16.081,-8.29,0.0988,0.3834,19.4149
1759902521551583962,4.87,15.471,-6.31,0.1003,0.3864,19.4572
1759902521600963998,4.89,15.45,-7.21,0.1009,0.3875,19.4759
1759902521651820378,4.556,15.272,-8.66,0.1016,0.3884,19.4708
1759902521701491616,5.179,16.775,-4.23,0.1016,0.3885,19.4354
1759902521750316077,5.704,17.833,-1.11,0.1015,0.3877,19.4355
1759902521800573589,5.849,16.91,-0.12,0.1017,0.3874,19.4326
1759902521871721237,5.465,16.2,-2.2,0.1064,0.3947,19.4181
1759902521930565098,5.769,15.836,-3.06,0.1064,0.3948,19.3548
1759902521988813527,5.423,15.644,1.09,0.1061,0.3941,19.283
1759902522032436999,5.663,15.138,-0.67,0.1028,0.39,19.2238
1759902522076678385,5.481,15.039,-4.0,0.1011,0.3881,19.1847
1759902522110119990,5.392,15.003,-6.17,0.0975,0.3831,19.1767
1759902522167304979,5.722,15.403,-5.34,0.101,0.389,18.9941
1759902522214333639,6.707,16.956,-2.3,0.1007,0.3886,18.9316
1759902522264428052,6.185,16.207,-2.65,0.1013,0.3896,18.8773
1759902522310161291,5.967,15.866,0.93,0.1005,0.3879,18.7879
1759902522360081904,5.81,15.636,3.54,0.101,0.3875,18.654
1759902522400430887,5.355,14.936,1.47,0.0991,0.385,18.561
1759902522455394237,5.813,16.61,-11.4,0.1014,0.3859,18.4985
1759902522504231732,5.293,15.988,-8.72,0.1013,0.3857,18.4392
1759902522555191939,5.393,16.003,-6.95,0.1017,0.3871,18.3126
1759902522601439526,4.948,15.39,-5.2,0.1008,0.3866,18.2438
1759902522650845841,4.599,15.002,-3.7,0.101,0.3875,18.1234
1759902522700951726,4.583,15.424,-5.27,0.1013,0.3888,18.0207
1759902522752810179,4.898,15.938,-3.61,0.1018,0.3899,17.9272
1759902522801074074,4.931,15.983,2.14,0.1013,0.3868,17.8362
1759902522879738028,4.904,15.679,3.56,0.1076,0.3946,17.651
1759902522931419285,5.137,15.81,2.35,0.1053,0.3915,17.5225
1759902522988207320,5.088,15.838,1.2,0.1051,0.3925,17.3811
1759902523037185563,4.775,15.731,1.06,0.1034,0.3909,17.2806
1759902523079904237,4.94,15.385,4.16,0.101,0.3874,17.2099
1759902523124803352,5.074,15.107,6.24,0.1001,0.3856,17.1273
1759902523181130602,5.153,14.763,2.33,0.1023,0.3897,16.9915
1759902523219724873,5.473,14.894,1.26,0.0995,0.386,16.9122
1759902523269221801,5.086,15.411,6.14,0.1004,0.3871,16.8358
1759902523318988060,4.857,15.863,9.74,0.1009,0.3861,16.7776
1759902523367567034,5.149,20.037,15.09,0.1009,0.3843,16.677
1759902523419525437,5.271,18.95,11.65,0.1017,0.3857,16.5599
1759902523474065604,5.113,18.225,11.25,0.1027,0.3878,16.4355
1759902523508951701,5.562,17.306,7.46,0.0988,0.3826,16.3543
1759902523556035025,5.942,16.597,4.59,0.0994,0.3837,16.2921
1759902523600583705,5.47,15.679,3.3,0.0992,0.3835,16.2039
1759902523651804216,5.672,15.799,6.65,0.1006,0.3863,16.0844
1759902523700385585,5.645,15.407,3.34,0.1008,0.3869,15.9741
1759902523751099244,5.934,15.354,-0.35,0.1015,0.3873,15.8712
1759902523801063719,5.842,15.287,4.11,0.1016,0.388,15.7611
1759902523874502529,5.751,15.047,0.54,0.107,0.3957,15.5562
1759902523922702864,5.431,15.234,-1.23,0.1043,0.3918,15.4769
1759902523974974412,5.21,15.409,-2.53,0.1037,0.3912,15.3911
1759902524018455564,5.147,15.909,-0.54,0.1014,0.3885,15.319
1759902524064044089,4.929,15.126,-0.27,0.1006,0.388,15.2263
1759902524115998374,5.434,15.403,1.17,0.1016,0.3898,15.1185
1759902524163576086,5.357,15.016,3.27,0.1012,0.3889,15.012
1759902524214651722,5.307,14.741,4.78,0.1018,0.3892,14.9009
1759902524265957526,5.436,15.069,4.8,0.1022,0.3896,14.7783
1759902524316084590,5.577,15.125,1.21,0.1021,0.3897,14.6597
1759902524359428061,5.621,14.741,-0.37,0.1005,0.3874,14.5757
1759902524411882666,5.567,14.884,-4.15,0.1016,0.3884,14.4781
1759902524459116366,5.553,14.994,-6.72,0.1011,0.3866,14.3862
1759902524509894336,5.518,15.286,-7.07,0.1016,0.3871,14.2751
1759902524555033347,5.63,14.99,-6.76,0.1006,0.3859,14.19
1759902524604480290,5.299,14.508,-3.17,0.101,0.3871,14.0731
1759902524675592922,5.421,14.758,-8.19,0.1061,0.3943,13.9223
1759902524701380900,5.323,18.144,-2.99,0.0987,0.3837,13.8793
1759902524750085894,5.389,20.814,1.34,0.0997,0.3852,13.8294
1759902524801607837,5.263,19.072,-1.16,0.1009,0.3876,13.7562
1759902524878053668,5.362,17.576,-1.07,0.1072,0.397,13.6068
1759902524930954952,5.554,17.013,-1.55,0.1055,0.3945,13.4915
1759902524981456377,5.831,16.218,0.83,0.104,0.3924,13.3882
1759902525019744998,6.212,16.041,-0.1,0.1004,0.3878,13.3143
1759902525059850028,6.497,15.872,-0.74,0.0987,0.3861,13.2252
1759902525114815331,6.495,15.013,-2.54,0.1013,0.3901,13.1312
1759902525168255749,6.215,14.721,-0.72,0.1024,0.3917,13.0403
1759902525216549251,5.867,14.394,3.51,0.1018,0.39,12.9658
1759902525267465985,5.624,14.964,1.06,0.1021,0.3905,12.8567
1759902525316316435,5.653,14.875,-0.29,0.1018,0.3901,12.76
