camera,range_m,speed_m_s,heading_rel_deg,pos_std_m,vel_std_m_s,ego_vx
1759902545160487748,6.238,16.399,-3.82,0.1017,0.39,10.9527
1759902545205083480,6.038,18.091,3.3,0.1005,0.3873,10.895
1759902545255048235,6.028,17.087,4.66,0.1011,0.3868,10.8194
1759902545300790966,6.29,17.099,2.94,0.1004,0.3862,10.7383
1759902545350850446,6.128,16.205,0.51,0.1011,0.3876,10.6365
1759902545401476465,6.461,15.732,-1.34,0.1016,0.3886,10.6023
1759902545451441164,6.705,15.351,-2.66,0.1018,0.3888,10.5382
1759902545500536318,6.447,14.839,-2.88,0.1016,0.3888,10.4721
1759902545550878937,6.258,14.761,-1.33,0.1019,0.3894,10.4096
1759902545632177113,5.935,13.921,-4.35,0.1088,0.3991,10.3045
1759902545686113013,6.25,16.623,1.49,0.1065,0.3954,10.2364
1759902545730040167,6.487,15.831,-5.05,0.1031,0.3905,10.1576
1759902545776717437,6.073,15.151,-1.17,0.1018,0.3894,10.1068
1759902545823596041,6.108,16.02,1.11,0.1011,0.3887,10.0645
1759902545873877033,6.175,16.651,2.71,0.1014,0.3892,10.0028
1759902545931666480,6.253,16.186,0.71,0.1034,0.3922,9.9068
1759902545965521357,6.247,17.571,4.18,0.099,0.3855,9.8596
1759902546025641061,6.304,16.461,5.27,0.1025,0.3902,9.7656
1759902546073296303,6.775,16.848,2.88,0.1017,0.3892,9.7242
1759902546123316939,6.88,16.509,0.68,0.1018,0.3897,9.6631
1759902546168331564,6.939,16.268,-0.89,0.1008,0.3882,9.5645
1759902546225875413,6.508,15.462,5.67,0.103,0.3907,9.4819
1759902546274687618,6.388,14.676,2.62,0.1023,0.3898,9.4423
1759902546331949260,6.463,19.973,-2.0,0.1038,0.392,9.3996
1759902546368660827,6.392,18.16,-2.5,0.0999,0.3863,9.339
1759902546415222116,6.383,16.808,-2.96,0.1,0.3868,9.2823
1759902546460614380,6.177,16.422,-3.86,0.0997,0.3866,9.2287
1759902546509836285,6.818,20.299,-6.18,0.1005,0.3878,9.1787
1759902546555168003,6.696,18.488,-3.17,0.1001,0.3873,9.1243
1759902546624986353,6.759,17.319,-4.37,0.1054,0.3949,9.0461
1759902546674533046,6.495,15.704,-10.63,0.1037,0.3903,9.0135
1759902546724913617,6.197,14.575,-7.22,0.103,0.3896,8.9794
1759902546768215481,5.962,13.863,-4.86,0.1009,0.3873,8.9149
1759902546810566835,5.752,14.344,-0.76,0.0995,0.3853,8.8686
1759902546879756137,5.925,14.839,4.82,0.1047,0.3912,8.7919
1759902546909545684,5.938,14.648,2.6,0.0987,0.3827,8.7481
1759902546962265980,5.941,14.833,0.11,0.1007,0.3868,8.6821
1759902547001040684,5.908,14.994,-1.74,0.0986,0.3844,8.6367
1759902547052562909,5.956,14.445,0.24,0.1003,0.3875,8.5995
1759902547101162820,5.913,15.64,9.45,0.1006,0.3856,8.5849
1759902547150992793,5.793,15.579,6.14,0.101,0.3864,8.4871
1759902547200777880,5.722,15.598,3.48,0.1014,0.3874,8.4251
1759902547251034816,6.188,20.943,6.94,0.1016,0.388,8.3785
1759902547300736013,6.262,19.65,4.52,0.1017,0.3885,8.358
1759902547351133236,6.29,17.69,3.16,0.1019,0.3892,8.2932
1759902547400617060,6.362,16.76,4.03,0.1018,0.3893,8.2426
1759902547451690039,6.379,15.671,5.85,0.1021,0.3898,8.17
1759902547572314129,6.304,15.198,3.28,0.1166,0.4103,8.0568
1759902547629009633,6.172,14.405,-4.24,0.1111,0.401,8.0031
1759902547681302856,6.215,15.269,-5.08,0.1073,0.3964,7.9781
1759902547730243696,6.264,15.854,-5.56,0.1045,0.3936,7.9437
1759902547774059599,5.998,15.103,-6.83,0.1019,0.3906,7.8951
1759902547826094419,6.267,15.166,-6.16,0.1023,0.3921,7.8598
1759902547869339345,6.025,14.809,-7.84,0.1006,0.3899,7.8353
1759902547918538506,5.889,14.579,-9.25,0.101,0.3905,7.745
1759902547968198836,5.942,15.898,-9.69,0.1013,0.391,7.7052
1759902548017989184,5.948,17.405,-5.3,0.1016,0.3908,7.6755
1759902548068499522,5.927,16.632,-4.17,0.1018,0.3904,7.6197
1759902548113660796,6.105,16.883,-0.45,0.1007,0.3874,7.5788
1759902548164657911,6.313,17.274,-2.86,0.1015,0.3887,7.5345
1759902548217066202,6.492,17.556,-4.76,0.1022,0.39,7.4922
1759902548260316478,6.472,16.967,-3.34,0.1006,0.3877,7.4793
1759902548309663351,6.239,16.269,-3.59,0.101,0.3887,7.4293
1759902548354832159,6.417,16.605,1.26,0.1003,0.3869,7.3798
1759902548406273029,6.176,15.637,-2.07,0.1013,0.3887,7.3135
1759902548455395435,5.982,14.998,-4.52,0.1014,0.3889,7.2662
1759902548505310510,5.982,15.14,-5.23,0.1017,0.3893,7.2532
1759902548580282942,6.349,14.857,-5.39,0.1073,0.3973,7.1689
1759902548629541216,6.473,14.646,-5.42,0.1048,0.3936,7.1201
1759902548673105730,6.247,14.853,-0.97,0.102,0.3896,7.0673
1759902548724703358,6.094,14.399,4.21,0.1022,0.3884,7.0034
1759902548781540242,6.231,15.318,1.26,0.1036,0.3909,6.9365
1759902548827703043,6.552,19.77,4.15,0.1019,0.3886,6.914
1759902548868980382,6.828,22.872,5.9,0.0999,0.3857,6.9235
1759902548919324283,6.978,20.606,3.79,0.1008,0.3877,6.8999
1759902548964608381,6.909,18.572,4.55,0.1002,0.3871,6.8521
1759902549013724665,6.959,17.549,4.84,0.1007,0.3881,6.8261
1759902549064342879,6.893,16.675,5.13,0.1014,0.3892,6.7616
1759902549113857922,6.819,16.044,5.3,0.1016,0.3894,6.7408
1759902549164060334,6.778,16.635,7.27,0.1018,0.3895,6.7237
1759902549209682806,6.923,16.521,3.38,0.1009,0.3882,6.7064
1759902549259633579,6.967,16.002,1.18,0.1013,0.3888,6.7199
1759902549310464748,6.857,15.417,-0.5,0.1018,0.3892,6.7643
1759902549359448359,6.758,15.008,-1.86,0.1016,0.3887,6.8336
1759902549410270671,6.506,14.369,-2.16,0.102,0.3892,6.8303
1759902549456129323,6.277,14.321,-0.91,0.101,0.3881,6.8334
1759902549504986183,6.434,14.234,3.86,0.1011,0.3881,6.8325
1759902549584496615,6.602,14.303,0.32,0.108,0.3981,6.8737
1759902549626781282,6.614,15.01,-2.68,0.1036,0.3916,7.0146
1759902549675514988,6.505,15.104,-4.14,0.1026,0.3904,7.1373
1759902549725287942,6.47,14.159,-2.38,0.1022,0.3904,7.2531
1759902549774687736,6.419,13.487,-1.05,0.102,0.3904,7.4473
1759902549823049774,6.664,15.127,-1.96,0.1016,0.3901,7.5943
1759902549874733657,6.381,14.528,0.35,0.1022,0.3909,7.7545
1759902549919326498,6.616,14.801,-1.49,0.1009,0.3891,7.923
1759902549969293041,6.83,15.692,0.77,0.1014,0.3898,8.0753
1759902550019563042,6.983,16.316,2.4,0.1017,0.3901,8.1934
1759902550068901469,6.666,16.36,4.08,0.1017,0.3897,8.3716
1759902550118697927,6.429,16.021,0.29,0.1018,0.3899,8.5365
1759902550168714245,6.397,16.861,3.45,0.1019,0.39,8.6987
1759902550214969091,6.132,15.641,2.77,0.1011,0.3889,8.8715
1759902550259552475,5.945,14.816,2.31,0.1002,0.3878,9.0346
1759902550310495727,5.818,14.922,0.52,0.1012,0.3894,9.2002
1759902550359655755,5.965,15.273,-1.83,0.1014,0.3893,9.3781
1759902550409750602,6.088,15.057,-1.79,0.1017,0.3897,9.5311
1759902550454834729,6.027,14.46,1.53,0.1007,0.3882,9.6604
1759902550500404460,6.187,17.629,0.13,0.1002,0.3877,9.8191
1759902550579212245,6.159,16.792,1.84,0.1074,0.3978,10.0078
1759902550632513747,6.139,16.731,0.25,0.1057,0.3951,10.124
1759902550684078032,6.159,16.053,2.38,0.1044,0.3932,10.2752
1759902550726106862,6.167,15.619,3.86,0.1015,0.3891,10.3794
1759902550772832154,6.084,15.062,1.47,0.1009,0.3889,10.459
1759902550822635205,6.277,15.416,0.75,0.1013,0.3898,10.5823
1759902550868752530,6.097,15.059,1.96,0.1007,0.3891,10.7281
1759902550918876041,5.96,14.816,2.85,0.1013,0.39,10.8402
1759902550974591920,5.994,15.577,0.04,0.1029,0.3921,10.9643
1759902551014113697,5.975,15.425,-2.23,0.1001,0.3876,11.0877
1759902551059367337,6.034,14.904,-4.3,0.0998,0.3866,11.2253
1759902551105326370,5.805,14.913,-0.52,0.0998,0.3869,11.3745
1759902551155377373,5.658,14.984,2.45,0.1008,0.3882,11.525
1759902551205638357,5.75,15.472,4.35,0.1014,0.3886,11.6633
1759902551255060233,5.568,15.173,2.13,0.1015,0.3889,11.8574
1759902551305351574,5.562,15.058,-0.42,0.1018,0.3893,11.9974
1759902551355139166,5.542,15.235,-2.71,0.1018,0.389,12.0922
1759902551401990508,5.401,15.224,-1.76,0.1012,0.3882,12.2248
1759902551451014326,5.288,15.234,-0.97,0.1013,0.3887,12.3503
1759902551501620747,5.536,15.04,2.32,0.1017,0.3891,12.477
1759902551585750885,5.566,14.574,0.36,0.1093,0.3999,12.7124
1759902551630654468,5.514,14.292,-0.86,0.1049,0.3936,12.8115
1759902551680837303,5.378,14.517,3.15,0.1036,0.3919,12.9708
1759902551729122174,5.165,14.637,-0.28,0.1025,0.3908,13.1045
1759902551778121335,5.091,15.113,3.22,0.102,0.3903,13.2083
1759902551827856267,5.018,14.765,5.51,0.1019,0.3898,13.3807
1759902551880102259,4.976,15.039,2.24,0.1024,0.3908,13.6111
1759902551923774538,4.953,15.26,-0.17,0.1008,0.3884,13.732
1759902551978504360,4.968,15.635,-2.19,0.1023,0.3904,13.883
1759902552017632337,4.841,15.522,-3.54,0.0996,0.386,13.9637
1759902552068892283,4.966,15.098,-4.31,0.1009,0.3877,14.0624
1759902552118602928,5.047,14.77,-4.86,0.1013,0.3881,14.2176
1759902552168343641,4.826,14.464,-0.86,0.1015,0.3886,14.3821
1759902552209562469,4.906,14.938,-2.47,0.0997,0.3862,14.4897
1759902552260546659,4.826,14.786,-0.81,0.1009,0.3882,14.6226
1759902552309719230,4.847,14.465,-4.01,0.1012,0.3886,14.7462
1759902552359506181,4.876,14.252,-6.29,0.1015,0.3885,14.8547
1759902552410124745,5.179,15.123,-6.13,0.1018,0.389,14.9719
1759902552459254846,5.17,18.334,-2.44,0.1016,0.3889,15.0754
1759902552509749043,5.034,16.891,-1.9,0.1019,0.389,15.1748
1759902552559035341,5.176,17.243,0.97,0.1017,0.3881,15.1873
1759902552628444882,5.555,17.213,-0.67,0.1061,0.3946,15.1935
1759902552676467263,5.614,17.143,-0.73,0.1038,0.3915,15.056
1759902552717968809,5.655,17.091,-0.78,0.101,0.388,14.921
1759902552773894698,5.513,15.906,-0.19,0.1028,0.391,14.9112
1759902552819428371,5.665,16.686,0.03,0.1014,0.3893,14.9052
1759902552867643920,5.47,15.813,0.46,0.1012,0.3893,14.8372
1759902552919873191,5.406,16.199,0.75,0.1021,0.3906,14.7654
1759902552969568367,5.272,16.127,-4.77,0.102,0.3898,14.6991
1759902553018606733,5.251,16.161,-8.82,0.1017,0.3877,14.6088
1759902553064023453,5.155,15.812,-4.5,0.1007,0.3867,14.533
1759902553109536617,4.947,15.209,-2.34,0.1001,0.3862,14.4792
1759902553159515484,5.045,16.068,-5.77,0.1009,0.3878,14.4235
1759902553205055268,5.261,16.589,-4.47,0.1003,0.3873,14.3317
1759902553250552882,5.44,16.95,-3.39,0.0999,0.387,14.2657
1759902553300786824,5.846,16.361,-2.74,0.1008,0.3884,14.1984
1759902553350671441,5.677,16.04,-2.57,0.1013,0.3891,14.1074
1759902553401743238,5.682,15.95,-2.69,0.1018,0.3899,14.0033
1759902553450749623,5.654,18.898,-1.98,0.1016,0.3896,13.9364
1759902553500986401,5.625,17.53,-1.32,0.1018,0.3895,13.8679
1759902553551203490,5.593,16.54,-0.66,0.1019,0.3895,13.7755
1759902553627155808,5.986,16.577,4.47,0.1075,0.3956,13.6659
1759902553679320917,6.259,16.541,7.6,0.1053,0.3904,13.5852
1759902553729033947,6.255,15.89,3.98,0.1036,0.389,13.517
1759902553773316729,5.967,16.583,-6.79,0.1015,0.3847,13.4447
1759902553827002012,5.785,15.729,-4.87,0.1023,0.3868,13.3571
1759902553873223154,5.946,16.084,-4.65,0.1012,0.3861,13.3069
1759902553931190479,5.974,15.306,-0.44,0.1032,0.3897,13.1996
1759902553977335366,5.99,14.778,2.55,0.1017,0.3872,13.1127
1759902554018904220,5.648,15.486,4.52,0.0998,0.3844,13.0372
1759902554070185867,5.419,14.677,3.75,0.1009,0.3866,13.0039
1759902554115138183,5.32,14.423,3.16,0.1002,0.386,12.9222
1759902554159086858,5.241,14.25,2.7,0.0995,0.3856,12.8722
1759902554209118836,5.035,14.131,-1.47,0.1006,0.3872,12.8342
1759902554259324824,5.378,16.428,-5.5,0.1012,0.3877,12.7787
1759902554309059566,5.273,16.811,-4.3,0.1015,0.3882,12.7167
1759902554355691580,5.039,15.645,-0.98,0.1009,0.3874,12.6194
1759902554404927642,5.085,15.623,-1.39,0.1012,0.3881,12.5471
1759902554455486302,5.121,15.599,-1.67,0.1017,0.389,12.5062
1759902554505031663,5.107,15.239,-3.49,0.1017,0.3892,12.4357
1759902554550823087,5.154,16.173,-7.65,0.1008,0.3873,12.3569
1759902554628368027,5.212,16.634,-6.18,0.1074,0.3969,12.2385
1759902554679742741,5.221,16.654,-1.4,0.1053,0.3932,12.1614
1759902554728999683,5.326,16.956,-1.29,0.1036,0.391,12.1175
1759902554772804164,5.218,16.435,-1.46,0.1014,0.3885,12.0546
1759902554818542426,5.143,16.072,-1.5,0.1006,0.388,11.9884
1759902554875563570,5.087,16.657,1.66,0.1028,0.391,11.9346
1759902554924081074,5.08,17.731,1.6,0.1021,0.3899,11.8671
1759902554973367252,5.148,17.091,5.15,0.1018,0.3883,11.7822
1759902555028104087,5.04,16.098,4.08,0.1029,0.3899,11.7021
1759902555073271523,5.078,15.945,2.9,0.1014,0.388,11.6639
1759902555119996313,5.108,15.829,2.0,0.1008,0.3877,11.6083
1759902555171219118,5.365,16.052,-0.98,0.1016,0.3888,11.5156
1759902555213064278,5.333,18.284,-6.14,0.0998,0.385,11.4574
1759902555264266894,5.41,17.226,-4.54,0.1009,0.3867,11.3888
1759902555318184079,5.256,16.088,-1.68,0.1023,0.3891,11.3125
1759902555365969559,5.378,16.658,-1.79,0.1016,0.3885,11.2316
1759902555415678181,5.488,17.057,-1.84,0.1017,0.3889,11.1625
1759902555460208333,5.299,16.142,-1.77,0.1006,0.3876,11.0691
1759902555511025065,5.655,20.231,-0.46,0.1014,0.3891,11.0066
1759902555563084703,5.62,19.283,-0.46,0.1021,0.3903,10.9165
1759902555629323287,5.651,18.952,-1.08,0.1057,0.3953,10.8703
1759902555682924740,5.425,17.369,-0.72,0.1049,0.394,10.7823
1759902555723904633,5.239,16.053,-3.62,0.1016,0.3889,10.7254
1759902555782351141,5.188,15.736,-3.95,0.1036,0.3921,10.6936
1759902555822857973,5.092,15.541,-4.17,0.1007,0.388,10.6177
1759902555864907783,4.944,14.697,-3.89,0.0994,0.3866,10.5469
1759902555916151428,5.04,15.246,-1.42,0.1008,0.3888,10.488
1759902555961161995,5.116,15.643,0.41,0.1001,0.3876,10.4423
1759902556006028247,5.279,15.667,2.8,0.0997,0.3863,10.4026
1759902556060050892,5.578,16.391,1.2,0.1016,0.3891,10.3874
1759902556109261786,5.437,16.08,-0.72,0.1016,0.3892,10.337
1759902556154829013,5.354,15.779,-3.1,0.1008,0.3879,10.3275
1759902556200920158,5.211,15.786,-0.15,0.1004,0.3875,10.3292
1759902556254830890,5.142,15.817,2.12,0.102,0.3895,10.628
1759902556305161736,5.197,16.052,4.75,0.102,0.3887,10.7704
1759902556351510521,5.143,15.627,1.09,0.1012,0.3877,10.8843
1759902556401785631,5.315,16.597,3.78,0.1016,0.3885,11.1714
1759902556451761362,5.114,15.585,4.64,0.1017,0.3886,11.2996
1759902556500939724,5.021,14.972,3.56,0.1016,0.3887,11.4582
1759902556551443530,4.936,14.537,2.78,0.1019,0.3894,11.6913
1759902556601225070,4.816,14.666,1.71,0.1019,0.3896,11.8267
1759902556690359346,4.873,14.985,-1.56,0.1104,0.4011,12.1199
1759902556730420449,4.838,15.202,-3.51,0.1044,0.3919,12.2383
1759902556784568764,4.675,14.584,0.38,0.1042,0.3924,12.4091
1759902556830534800,4.727,14.605,0.42,0.1023,0.3903,12.5619
1759902556874595449,4.697,15.405,0.68,0.1007,0.3887,12.6788
1759902556924067510,5.106,19.391,-3.3,0.1011,0.3895,12.7995
1759902556979201171,5.544,22.36,-6.02,0.1027,0.3912,12.9493
1759902557027476063,5.406,19.906,-4.19,0.102,0.3902,13.1028
1759902557074530491,5.214,18.168,-5.13,0.1013,0.3891,13.2481
1759902557111481263,5.118,17.395,-3.93,0.0985,0.3854,13.3519
1759902557169064367,4.916,16.259,-4.25,0.1018,0.3904,13.4531
1759902557211230508,4.711,15.494,-4.38,0.1001,0.3879,13.563
1759902557264399408,4.88,15.545,-2.71,0.1016,0.3902,13.7177
1759902557311293511,4.852,15.306,-1.89,0.1011,0.3893,13.8348
1759902557361537322,4.911,18.018,3.49,0.1015,0.3887,13.9449
1759902557411068376,4.776,17.251,1.39,0.1015,0.3888,14.1344
1759902557460725760,4.627,16.406,0.18,0.1016,0.3892,14.2734
1759902557506234936,4.496,15.832,-0.67,0.1007,0.3882,14.3973
1759902557561409966,4.427,16.082,-0.25,0.1024,0.3909,14.5553
1759902557601214912,4.723,15.938,-1.37,0.0999,0.3873,14.6634
1759902557686482616,4.561,15.422,-0.1,0.1085,0.3998,14.9569
1759902557734703044,4.485,15.077,0.13,0.1052,0.3947,15.1116
1759902557787295196,4.306,14.986,-0.72,0.1043,0.3938,15.281
1759902557835320593,4.28,16.48,3.49,0.1027,0.3911,15.4237
1759902557879903716,4.314,17.554,6.38,0.1011,0.3873,15.5206
1759902557928141648,4.361,17.232,2.31,0.101,0.3879,15.6344
1759902557987864135,4.506,17.6,1.81,0.1036,0.3921,15.7771
1759902558029070269,4.644,16.925,0.6,0.1009,0.3884,15.8911
1759902558071914010,4.699,16.345,1.54,0.0996,0.3871,15.9832
1759902558115081779,4.732,15.912,2.17,0.099,0.3865,16.1248
1759902558164741658,4.842,19.063,0.88,0.1002,0.3885,16.2859
1759902558216245998,4.833,18.026,0.47,0.1014,0.39,16.4518
1759902558264273499,4.612,16.937,0.38,0.1012,0.3897,16.6128
1759902558315397406,4.63,16.773,-0.13,0.1018,0.3905,16.7291
1759902558360824325,4.635,16.656,-0.47,0.1009,0.3891,16.8535
1759902558410267452,4.637,18.332,3.93,0.1012,0.3888,17.0012
1759902558460095811,4.539,17.07,2.89,0.1015,0.3889,17.1256
1759902558506207194,4.593,16.323,1.25,0.1008,0.3881,17.2486
1759902558553845234,4.467,16.399,1.59,0.1008,0.3883,17.3317
1759902558600785174,4.372,16.469,1.82,0.1006,0.3881,17.468
1759902558651416112,4.191,16.291,2.14,0.1014,0.3893,17.6157
1759902558735538866,3.946,15.567,1.4,0.1091,0.4001,17.876
1759902558778144224,3.804,15.133,0.97,0.1043,0.3931,17.9926
1759902558827976801,3.927,15.359,2.29,0.1032,0.3919,18.1126
1759902558874125866,4.071,15.333,0.2,0.1018,0.3902,18.1868
1759902558923396424,4.129,16.565,2.55,0.1017,0.3903,18.2787
1759902558979100661,4.184,15.972,4.07,0.1031,0.3918,18.3699
1759902559027088937,4.108,15.801,1.91,0.1022,0.3905,18.4419
1759902559075249491,4.055,15.698,0.33,0.1017,0.3898,18.5296
1759902559123835155,4.141,15.88,0.22,0.1015,0.3897,18.5781
1759902559170219718,4.105,16.989,5.92,0.1009,0.3879,18.6675
1759902559222424993,4.09,16.589,5.89,0.1018,0.3888,18.7493
1759902559275266831,4.22,16.255,5.94,0.1025,0.3897,18.8404
1759902559317592135,4.317,16.012,5.74,0.1004,0.3869,18.905
1759902559363856169,4.173,15.989,5.1,0.1001,0.3871,18.9402
1759902559410055469,3.907,15.821,-0.17,0.0998,0.3856,18.9894
1759902559455621924,3.818,15.476,-1.38,0.0996,0.3842,19.0361
1759902559505357948,3.926,15.249,-2.24,0.1004,0.3849,19.0605
1759902559556169069,4.001,15.064,-2.84,0.1012,0.3858,19.089
1759902559601462805,3.855,15.196,-3.15,0.1004,0.3847,19.0745
1759902559651433546,3.89,17.535,-6.76,0.101,0.3852,19.0852
1759902559731139931,4.054,17.614,-8.12,0.1078,0.3943,19.0921
1759902559778741471,4.443,17.386,-5.45,0.1046,0.3901,19.0756
1759902559828817693,4.3,16.666,-3.13,0.1033,0.3891,19.0677
1759902559889633121,4.469,16.505,-3.77,0.105,0.3926,19.1094
1759902559937987866,4.414,17.204,-2.51,0.1033,0.3906,19.1231
1759902559975936527,4.399,17.686,-1.59,0.0999,0.3863,19.1194
1759902560019006309,4.193,16.78,-2.08,0.0991,0.3861,19.141
1759902560063977180,4.205,16.778,-3.46,0.0991,0.3867,19.1594
1759902560114397577,4.538,20.685,-4.4,0.1004,0.3889,19.1465
1759902560165302076,4.358,18.989,-3.41,0.1013,0.39,19.151
1759902560212298454,4.187,17.782,-2.53,0.1009,0.3892,19.1774
1759902560255058316,4.323,17.379,-1.87,0.0997,0.3874,19.209
1759902560304718275,4.159,16.632,-2.13,0.1006,0.3888,19.2114
1759902560355506252,3.978,16.095,-3.43,0.1013,0.39,19.2449
1759902560405324642,3.837,16.182,-2.19,0.1015,0.3903,19.2787
1759902560455287809,3.734,16.263,-1.19,0.1016,0.3904,19.3088
1759902560505483668,3.866,16.319,-3.27,0.1017,0.3909,19.3108
1759902560550910498,3.744,15.795,-0.14,0.1006,0.3889,19.3135
1759902560600940061,3.75,15.594,0.58,0.1011,0.3894,19.2871
1759902560650644585,3.859,15.943,0.12,0.1013,0.3898,19.2779
1759902560732138483,4.048,19.679,3.88,0.1083,0.3987,19.2845
1759902560780412373,3.905,17.829,3.48,0.105,0.3921,19.295
1759902560823953292,4.209,17.794,2.94,0.1021,0.3883,19.3217
1759902560875575968,4.424,17.734,2.45,0.1023,0.3894,19.3668
1759902560925168499,4.265,17.197,1.05,0.102,0.3897,19.3927
1759902560974230690,4.36,16.675,1.82,0.1018,0.3897,19.3889
1759902561024314286,4.226,16.639,2.55,0.1018,0.39,19.3803
1759902561076741784,3.987,16.236,3.01,0.1025,0.3909,19.3714
1759902561128189166,3.814,15.714,2.32,0.1026,0.3911,19.3759
1759902561170685486,3.698,15.367,1.82,0.1006,0.3884,19.3883
1759902561214950163,3.825,16.351,1.41,0.0999,0.3877,19.3993
1759902561265275940,3.999,17.56,3.41,0.1009,0.3891,19.4279
1759902561314810041,3.956,17.379,0.82,0.1013,0.3896,19.4401
1759902561367068170,3.996,16.97,0.87,0.1021,0.3907,19.4367
1759902561414647793,4.024,16.669,0.91,0.1015,0.3898,19.4473
1759902561464932124,3.891,16.379,0.68,0.1018,0.3902,19.4535
1759902561510952388,4.052,17.315,0.63,0.101,0.3891,19.4271
1759902561559898903,4.074,17.289,-4.2,0.1011,0.3884,19.4071
1759902561613392483,4.078,17.046,-2.41,0.1022,0.39,19.4084
1759902561657540163,4.09,16.873,-1.06,0.1007,0.388,19.3644
1759902561705771947,4.263,19.56,-5.26,0.1007,0.3885,19.2978
1759902561779313100,4.3,22.087,-2.13,0.1064,0.3962,19.2784
1759902561829715756,4.497,23.167,2.87,0.1045,0.3902,19.3262
1759902561878569294,4.361,21.092,0.74,0.1031,0.3877,19.3623
1759902561921434492,4.284,19.6,0.43,0.1009,0.3851,19.3822
1759902561970372130,4.099,18.274,0.32,0.101,0.3862,19.4213
1759902562019022090,3.932,17.327,0.32,0.1011,0.387,19.4125
1759902562065063986,3.962,17.562,6.47,0.1004,0.3843,19.4237
1759902562115950553,3.78,16.822,3.5,0.1011,0.3859,19.4317
1759902562163956588,3.743,16.038,0.92,0.1009,0.386,19.439
1759902562214002104,3.804,17.748,-6.87,0.1013,0.3836,19.4127
1759902562266852130,4.011,18.214,-11.81,0.102,0.3794,19.3845
1759902562314938778,4.262,18.571,-14.9,0.101,0.3748,19.3451
1759902562361462841,3.89,17.914,-8.16,0.1001,0.3754,19.3534
1759902562401188984,4.003,19.56,-2.99,0.0983,0.373,19.3527
1759902562452090790,4.065,19.196,-3.13,0.0997,0.3768,19.3655
1759902562500951381,4.114,18.961,1.43,0.1002,0.3763,19.3504
1759902562550824039,4.218,18.844,4.8,0.1006,0.3752,19.277
1759902562601037676,4.509,18.536,3.89,0.1009,0.3768,19.0337
1759902562651112709,4.477,18.09,2.0,0.1011,0.3792,18.9528
1759902562700804542,4.208,17.208,0.55,0.1011,0.3812,18.9397
1759902562784720414,4.283,16.187,-2.06,0.1086,0.3933,18.7507
1759902562837412138,4.113,15.916,-2.95,0.1061,0.3901,18.6424
1759902562886103377,3.969,15.474,1.1,0.1038,0.3883,18.5379
1759902562934829342,3.88,15.582,-1.07,0.1026,0.3879,18.4616
1759902562979620557,3.839,15.671,-2.59,0.101,0.3865,18.3744
1759902563026111878,4.168,17.542,1.57,0.1005,0.3867,18.2721
1759902563067211916,4.28,17.787,1.98,0.099,0.3852,18.2301
1759902563118407151,4.184,17.645,4.13,0.1005,0.3876,18.1166
1759902563169972310,4.312,18.522,2.37,0.1015,0.3892,18.0138
1759902563216176996,4.436,19.146,0.95,0.1008,0.3882,17.9174
1759902563268350664,4.312,17.797,0.18,0.1018,0.3894,17.7739
1759902563311426293,4.302,17.155,0.76,0.1003,0.3872,17.6584
1759902563361505243,4.446,18.54,-0.71,0.101,0.3884,17.5737
1759902563417101065,4.288,17.122,-0.17,0.1027,0.3909,17.4566
1759902563468714487,4.339,16.342,-0.23,0.1028,0.3909,17.3969
1759902563524472338,4.331,17.071,-0.11,0.1037,0.3923,17.295
1759902563573388585,4.346,17.587,-0.01,0.1027,0.391,17.1844
1759902563613576005,4.536,17.71,0.08,0.1001,0.3875,17.1083
1759902563657910651,4.45,18.667,3.13,0.0996,0.3869,17.0409
1759902563710541108,4.554,17.673,0.4,0.1012,0.3894,16.9726
1759902563779082364,4.688,20.891,-0.3,0.1057,0.3956,16.8995
1759902563840935187,4.956,21.209,-0.12,0.1067,0.3965,16.768
1759902563880284803,5.091,21.394,0.01,0.1022,0.3902,16.6758
1759902563934959111,5.001,20.538,0.12,0.1032,0.392,16.5886
1759902563981430794,4.909,19.376,0.03,0.1018,0.3904,16.516
1759902564044525992,4.742,17.764,0.03,0.1048,0.3948,16.3892
1759902564081985631,4.825,17.526,-0.14,0.1007,0.389,16.3187
1759902564124844547,4.701,17.132,-0.09,0.0996,0.3878,16.2302
1759902564173024482,4.606,16.849,-0.05,0.1002,0.3889,16.1362
1759902564223206519,4.572,15.913,-2.84,0.101,0.3894,16.0875
1759902564268504418,4.432,16.623,-1.11,0.1004,0.3884,16.0063
1759902564318617203,4.576,16.268,-2.79,0.1011,0.3892,15.9322
1759902564368689210,4.61,17.886,1.68,0.1015,0.3894,15.8599
1759902564418048150,4.711,19.104,5.01,0.1016,0.3885,15.779
1759902564467068154,5.065,21.186,10.44,0.1015,0.3861,15.7016
1759902564514494755,5.055,21.532,10.69,0.101,0.3847,15.6208
1759902564559988157,5.103,20.494,5.5,0.1003,0.384,15.5521
1759902564609646547,5.254,20.644,4.78,0.1009,0.3853,15.4727
1759902564655207837,5.36,20.739,4.2,0.1003,0.3849,15.408
1759902564701826210,5.239,19.515,2.13,0.1002,0.3847,15.388
1759902564788521393,5.126,18.049,2.83,0.109,0.3978,15.2606
1759902564828295597,4.931,17.166,3.07,0.1036,0.3903,15.2225
1759902564873505699,5.035,17.067,2.88,0.1017,0.3886,15.1707
1759902564921858003,5.016,16.491,4.96,0.1014,0.3887,15.0678
1759902564969218879,5.209,17.695,3.14,0.101,0.3887,14.9745
