camera,lidar_ts,radar_ts,distance_m
1759902540961115104,1759902540974256799,1759902540989244109,7.99
1759902541014313918,1759902541027244441,1759902540989244109,7.99
1759902541059537204,1759902541072012470,1759902541050482141,8.09
1759902541110156746,1759902541126716900,1759902541108754926,8.05
1759902541159678938,1759902541171546958,1759902541171446416,8.09
1759902541209825599,1759902541227078353,1759902541232577254,8.06
1759902541259109087,1759902541276398931,1759902541232577254,7.97
1759902541305305607,1759902541323408379,1759902541294236939,7.97
1759902541350782506,1759902541376757518,1759902541348918196,8.11
1759902541400694380,1759902541423673007,1759902541410356449,8.02
1759902541450397276,1759902541475204355,1759902541468794790,7.98
1759902541500751814,1759902541522278536,1759902541530856340,8.1
1759902541577465275,1759902541575016261,1759902541588669670,7.95
1759902541632022755,1759902541621263838,1759902541649779228,8.11
1759902541685603787,1759902541674344536,1759902541708546345,7.96
1759902541728594792,1759902541727627360,1759902541708546345,8.07
1759902541781365189,1759902541772957710,1759902541769886642,8.0
1759902541823946685,1759902541826319183,1759902541828761203,7.96
1759902541868865862,1759902541875058304,1759902541890613224,8.04
1759902541918424313,1759902541925923994,1759902541890613224,8.03
1759902541966273259,1759902541972705889,1759902541948942698,7.94
1759902542017338460,1759902542025350657,1759902542010363528,7.96
1759902542064271211,1759902542071545153,1759902542068801879,8.0
1759902542110751842,1759902542123985011,1759902542132697261,7.99
1759902542160666291,1759902542177264728,1759902542132697261,7.97
1759902542214039106,1759902542224434651,1759902542189072974,7.98
1759902542256508197,1759902542276931849,1759902542250438529,7.93
1759902542304670029,1759902542324407053,1759902542308975618,7.96
1759902542354591121,1759902542379045307,1759902542370791019,7.96
1759902542405886560,1759902542424252403,1759902542428968834,7.99
1759902542455463536,1759902542478537204,1759902542428968834,8.0
1759902542500332508,1759902542478537204,1759902542494467840,8.0
1759902542571717562,1759902542578238760,1759902542549081017,8.0
1759902542623425436,1759902542623352518,1759902542609868972,8.04
1759902542669822908,1759902542680058930,1759902542669081567,8.03
1759902542721177270,1759902542722784951,1759902542730839890,8.06
1759902542767280832,1759902542777863835,1759902542789643005,8.06
1759902542818755783,1759902542824316913,1759902542789643005,8.06
1759902542868176752,1759902542879548126,1759902542850367720,8.08
1759902542918088927,1759902542923645098,1759902542908779379,8.07
1759902542967985132,1759902542977597636,1759902542970218845,8.1
1759902543008518106,1759902543024750206,1759902543029807587,8.1
1759902543063953749,1759902543077190265,1759902543091381739,8.12
1759902543111153249,1759902543123450786,1759902543091381739,8.13
1759902543160523391,1759902543178142903,1759902543149054872,8.12
1759902543209033466,1759902543224281141,1759902543210307743,8.17
1759902543259606970,1759902543275167952,1759902543268949861,8.19
1759902543304436897,1759902543322677933,1759902543333225598,8.14
1759902543354613536,1759902543374314401,1759902543333225598,8.19
1759902543405304995,1759902543421691378,1759902543388681590,8.2
1759902543454680938,1759902543474568529,1759902543452849521,8.19
1759902543505576716,1759902543528761065,1759902543508758686,8.22
1759902543581619090,1759902543572971142,1759902543571359122,8.16
1759902543635216252,1759902543624715516,1759902543629072703,8.21
1759902543672797706,1759902543677947382,1759902543690901630,8.29
1759902543726775242,1759902543723002828,1759902543748991277,8.28
1759902543773212560,1759902543777293772,1759902543748991277,8.33
1759902543827171050,1759902543821479141,1759902543810566000,8.39
1759902543874858839,1759902543873095151,1759902543869132966,8.4
1759902543925726744,1759902543928471691,1759902543933396980,8.48
1759902543969704719,1759902543972566358,1759902543989100443,8.5
1759902544018899888,1759902544023675893,1759902543989100443,8.47
1759902544068945317,1759902544076565998,1759902544053960963,8.5
1759902544110162034,1759902544121161409,1759902544108863050,8.45
1759902544159533338,1759902544174679530,1759902544174575663,8.51
1759902544211441624,1759902544225467914,1759902544228864642,8.5
1759902544259320598,1759902544277815777,1759902544228864642,8.5
1759902544309822255,1759902544322575751,1759902544294716991,8.56
1759902544359948648,1759902544375110450,1759902544348743320,8.57
1759902544409617269,1759902544427357641,1759902544411043605,8.73
1759902544462914329,1759902544472664827,1759902544469201281,8.62
1759902544500525420,1759902544525771595,1759902544530649133,8.62
1759902544550351130,1759902544525771595,1759902544530649133,8.62
1759902544618036329,1759902544624329012,1759902544589100879,8.66
1759902544669821240,1759902544673444811,1759902544653431060,8.52
1759902544720187380,1759902544724914632,1759902544709061453,8.81
1759902544768631148,1759902544777022828,1759902544770883427,8.73
1759902544832925380,1759902544821561400,1759902544829342247,8.72
1759902544869610948,1759902544873599944,1759902544894687049,8.84
1759902544914000276,1759902544924621943,1759902544894687049,9.0
1759902544964422963,1759902544976596124,1759902544948809752,8.82
1759902545013792154,1759902545021232483,1759902545010566843,8.87
1759902545059485856,1759902545072635426,1759902545068700443,8.73
1759902545109994016,1759902545123955622,1759902545134514669,8.57
1759902545160487748,1759902545177605354,1759902545134514669,8.66
1759902545205083480,1759902545225987636,1759902545189126013,8.7
1759902545255048235,1759902545278610613,1759902545252855529,8.63
1759902545300790966,1759902545322192714,1759902545309176562,8.59
1759902545350850446,1759902545373864313,1759902545370692955,8.64
1759902545401476465,1759902545425799985,1759902545429050013,8.72
1759902545451441164,1759902545476143475,1759902545429050013,8.77
1759902545500536318,1759902545476143475,1759902545494562233,8.77
1759902545550878937,1759902545527714383,1759902545549684963,8.75
1759902545632177113,1759902545622027528,1759902545610596966,8.82
1759902545686113013,1759902545674217725,1759902545669672752,8.92
1759902545730040167,1759902545724594830,1759902545730428246,8.93
1759902545776717437,1759902545774895008,1759902545789365108,8.95
1759902545823596041,1759902545826261626,1759902545850608641,8.96
1759902545873877033,1759902545876766574,1759902545850608641,8.99
1759902545931666480,1759902545921878584,1759902545908823108,9.0
1759902545965521357,1759902545973245453,1759902545974798801,9.04
1759902546025641061,1759902546025773784,1759902546029909508,9.1
1759902546073296303,1759902546074402569,1759902546090542769,9.04
1759902546123316939,1759902546125045199,1759902546149122781,8.97
1759902546168331564,1759902546176703433,1759902546149122781,8.97
1759902546225875413,1759902546226983342,1759902546210773400,9.04
1759902546274687618,1759902546279360926,1759902546269005309,9.07
1759902546331949260,1759902546321466732,1759902546332171343,9.04
1759902546368660827,1759902546371810644,1759902546390845745,9.06
1759902546415222116,1759902546423471422,1759902546390845745,9.01
1759902546460614380,1759902546472826861,1759902546450554857,8.97
1759902546509836285,1759902546524858276,1759902546509768837,8.87
1759902546555168003,1759902546572822406,1759902546570614002,9.01
1759902546624986353,1759902546623756581,1759902546630388027,9.1
1759902546674533046,1759902546674666951,1759902546690426436,9.06
1759902546724913617,1759902546723114081,1759902546748864729,8.98
1759902546768215481,1759902546775105008,1759902546748864729,9.06
1759902546810566835,1759902546826444806,1759902546810751907,9.17
1759902546879756137,1759902546875449066,1759902546868871844,8.99
1759902546909545684,1759902546925688940,1759902546933079821,9.02
1759902546962265980,1759902546974542143,1759902546989510682,9.02
1759902547001040684,1759902547024009195,1759902546989510682,9.07
1759902547052562909,1759902547074633189,1759902547050974595,8.96
1759902547101162820,1759902547126304788,1759902547109157571,8.98
1759902547150992793,1759902547126304788,1759902547174373919,8.98
1759902547200777880,1759902547224387942,1759902547174373919,8.97
1759902547251034816,1759902547274937655,1759902547229133267,8.98
1759902547300736013,1759902547325226982,1759902547290879717,8.96
1759902547351133236,1759902547376258813,1759902547349135973,9.04
1759902547400617060,1759902547376258813,1759902547410304033,9.04
1759902547451690039,1759902547474919637,1759902547468913912,8.86
1759902547572314129,1759902547575595627,1759902547588986041,8.79
1759902547629009633,1759902547626292450,1759902547650162818,8.89
1759902547681302856,1759902547675744453,1759902547708905590,8.8
1759902547730243696,1759902547724310870,1759902547708905590,8.87
1759902547774059599,1759902547775528375,1759902547770814290,8.91
1759902547826094419,1759902547824169274,1759902547829522135,8.8
1759902547869339345,1759902547873091308,1759902547890806456,8.73
1759902547918538506,1759902547923186917,1759902547890806456,9.0
1759902547968198836,1759902547972757145,1759902547949117086,9.23
1759902548017989184,1759902548023552496,1759902548010443577,9.07
1759902548068499522,1759902548074292241,1759902548068964617,9.15
1759902548113660796,1759902548122748017,1759902548130641586,9.0
1759902548164657911,1759902548174671295,1759902548189395820,9.12
1759902548217066202,1759902548222441346,1759902548189395820,9.03
1759902548260316478,1759902548272613641,1759902548250281622,9.03
1759902548309663351,1759902548322289801,1759902548309625930,9.0
1759902548354832159,1759902548373082887,1759902548373114648,8.87
1759902548406273029,1759902548423121257,1759902548430120583,8.93
1759902548455395435,1759902548472279972,1759902548430120583,8.9
1759902548505310510,1759902548522716089,1759902548494113762,9.17
1759902548580282942,1759902548574433756,1759902548610756041,9.31
1759902548629541216,1759902548621614244,1759902548610756041,9.29
1759902548673105730,1759902548673593168,1759902548669836806,9.86
1759902548724703358,1759902548721509397,1759902548730748368,9.77
1759902548781540242,1759902548771178384,1759902548789598384,9.96
1759902548827703043,1759902548827914445,1759902548850576051,10.05
1759902548868980382,1759902548878045130,1759902548850576051,9.89
1759902548919324283,1759902548930539045,1759902548909236707,9.98
1759902548964608381,1759902548976606234,1759902548973024755,10.04
1759902549013724665,1759902549025436564,1759902549029255945,9.96
1759902549064342879,1759902549074632469,1759902549090696554,10.08
1759902549113857922,1759902549131378830,1759902549090696554,10.09
1759902549164060334,1759902549174627833,1759902549148869381,10.03
1759902549209682806,1759902549225420189,1759902549210340418,10.11
1759902549259633579,1759902549277980630,1759902549268924287,10.1
1759902549310464748,1759902549323096497,1759902549331006668,10.08
1759902549359448359,1759902549375287536,1759902549331006668,10.13
1759902549410270671,1759902549424374344,1759902549389127927,10.14
1759902549456129323,1759902549473136744,1759902549450799986,10.13
1759902549504986183,1759902549523624329,1759902549509232227,10.13
1759902549584496615,1759902549573228081,1759902549570834263,10.13
1759902549626781282,1759902549623373835,1759902549629401832,10.07
1759902549675514988,1759902549673520851,1759902549694400795,10.22
1759902549725287942,1759902549726557980,1759902549749230417,10.34
1759902549774687736,1759902549774600961,1759902549749230417,10.25
1759902549823049774,1759902549826054124,1759902549811322526,10.28
1759902549874733657,1759902549875215354,1759902549869270455,9.91
1759902549919326498,1759902549926417639,1759902549933039236,9.37
1759902549969293041,1759902549979529741,1759902549989131783,10.1
1759902550019563042,1759902550031004475,1759902549989131783,9.6
1759902550068901469,1759902550081009030,1759902550050831054,9.29
1759902550118697927,1759902550121105572,1759902550109141282,10.04
1759902550168714245,1759902550173642398,1759902550170733680,9.8
1759902550214969091,1759902550223962384,1759902550229187472,9.33
1759902550259552475,1759902550275220816,1759902550229187472,10.1
1759902550310495727,1759902550328417269,1759902550290989389,10.19
1759902550359655755,1759902550378111723,1759902550349239152,9.77
1759902550409750602,1759902550422011816,1759902550411496536,10.13
1759902550454834729,1759902550472704932,1759902550469196212,9.65
1759902550500404460,1759902550526883555,1759902550530481595,9.28
1759902550579212245,1759902550576387357,1759902550589484573,10.12
1759902550632513747,1759902550621515778,1759902550650573442,9.64
1759902550684078032,1759902550672334583,1759902550709380757,9.53
1759902550726106862,1759902550727228568,1759902550709380757,10.09
1759902550772832154,1759902550776757788,1759902550771031926,9.67
1759902550822635205,1759902550821345931,1759902550831793502,9.85
1759902550868752530,1759902550874681508,1759902550890453887,10.19
1759902550918876041,1759902550926122929,1759902550890453887,10.12
1759902550974591920,1759902550971560549,1759902550948925874,9.35
1759902551014113697,1759902551026968582,1759902551010121066,9.0
1759902551059367337,1759902551079482675,1759902551069173267,8.99
1759902551105326370,1759902551126426122,1759902551130996103,8.93
1759902551155377373,1759902551175514042,1759902551130996103,8.97
1759902551205638357,1759902551229105787,1759902551189307073,8.9
1759902551255060233,1759902551273116380,1759902551250465034,8.86
1759902551305351574,1759902551327311163,1759902551309899904,8.84
1759902551355139166,1759902551378320462,1759902551370204860,8.8
1759902551401990508,1759902551423023573,1759902551431371527,8.72
1759902551451014326,1759902551478892915,1759902551431371527,8.55
1759902551501620747,1759902551478892915,1759902551490705084,8.55
1759902551585750885,1759902551571853986,1759902551610458326,8.13
1759902551630654468,1759902551627574234,1759902551610458326,8.06
1759902551680837303,1759902551679342487,1759902551670026089,8.08
1759902551729122174,1759902551721342602,1759902551730526528,8.09
1759902551778121335,1759902551773310535,1759902551789126087,8.09
1759902551827856267,1759902551828193128,1759902551850132820,8.13
1759902551880102259,1759902551880452486,1759902551909186935,8.19
1759902551923774538,1759902551922500954,1759902551909186935,8.18
1759902551978504360,1759902551974377232,1759902551970778841,8.22
1759902552017632337,1759902552026401193,1759902552029843045,8.24
1759902552068892283,1759902552081807132,1759902552091036744,8.23
1759902552118602928,1759902552122197211,1759902552091036744,8.23
1759902552168343641,1759902552175427989,1759902552149329389,8.27
1759902552209562469,1759902552228265718,1759902552210897601,8.21
1759902552260546659,1759902552277815518,1759902552269552836,8.29
1759902552309719230,1759902552331390501,1759902552330966614,8.33
1759902552359506181,1759902552372232622,1759902552330966614,8.35
1759902552410124745,1759902552423837634,1759902552389527880,8.44
1759902552459254846,1759902552473982977,1759902552450884459,8.43
1759902552509749043,1759902552527661668,1759902552509475042,8.45
1759902552559035341,1759902552575382024,1759902552570599358,8.47
1759902552628444882,1759902552626627382,1759902552629661438,8.5
1759902552676467263,1759902552676612740,1759902552690486184,8.58
1759902552717968809,1759902552726034556,1759902552690486184,8.63
1759902552773894698,1759902552776632721,1759902552749475927,8.67
1759902552819428371,1759902552826387782,1759902552811789437,8.9
1759902552867643920,1759902552875830928,1759902552869226153,8.94
1759902552919873191,1759902552926052687,1759902552931337488,8.81
1759902552969568367,1759902552976167542,1759902552989428710,8.88
1759902553018606733,1759902553027331164,1759902552989428710,9.05
1759902553064023453,1759902553076402031,1759902553051075191,8.87
1759902553109536617,1759902553125671737,1759902553109477104,8.99
1759902553159515484,1759902553174028054,1759902553171719359,9.04
1759902553205055268,1759902553224365924,1759902553233502369,9.03
1759902553250552882,1759902553272979802,1759902553233502369,9.06
1759902553300786824,1759902553322046632,1759902553290894971,9.17
1759902553350671441,1759902553322046632,1759902553349158811,9.17
1759902553401743238,1759902553380242412,1759902553410528906,9.03
1759902553450749623,1759902553428856200,1759902553469254816,9.11
1759902553500986401,1759902553479130078,1759902553530982571,8.98
1759902553551203490,1759902553573526462,1759902553530982571,9.28
1759902553627155808,1759902553623883107,1759902553651213412,9.22
1759902553679320917,1759902553672627052,1759902553651213412,9.18
1759902553729033947,1759902553727605007,1759902553709636626,9.12
1759902553773316729,1759902553778069267,1759902553771552760,9.05
1759902553827002012,1759902553827347149,1759902553829562787,9.0
1759902553873223154,1759902553875342819,1759902553890998857,8.93
1759902553931190479,1759902553925038486,1759902553949981376,8.86
1759902553977335366,1759902553974263768,1759902553949981376,8.81
1759902554018904220,1759902554023208806,1759902554011053743,8.74
1759902554070185867,1759902554073754191,1759902554069791436,8.68
1759902554115138183,1759902554123120611,1759902554131128588,8.63
1759902554159086858,1759902554174003879,1759902554131128588,8.56
1759902554209118836,1759902554221387194,1759902554189582279,8.55
1759902554259324824,1759902554271054747,1759902554253582311,8.5
1759902554309059566,1759902554327019671,1759902554310805270,8.42
1759902554355691580,1759902554377572630,1759902554373581531,8.38
1759902554404927642,1759902554425604459,1759902554430128984,8.34
1759902554455486302,1759902554475654471,1759902554430128984,8.28
1759902554505031663,1759902554524599739,1759902554491316530,8.24
1759902554550823087,1759902554575102694,1759902554550094309,8.19
1759902554628368027,1759902554624490955,1759902554611219457,8.14
1759902554679742741,1759902554672797578,1759902554669698648,8.1
1759902554728999683,1759902554721786680,1759902554731682401,8.07
1759902554772804164,1759902554777923380,1759902554789587518,8.02
1759902554818542426,1759902554825590745,1759902554789587518,8.05
1759902554875563570,1759902554874264868,1759902554851405675,8.34
1759902554924081074,1759902554930147324,1759902554909610062,8.34
1759902554973367252,1759902554974747610,1759902554971063946,8.31
1759902555028104087,1759902555022314875,1759902555030366454,8.31
1759902555073271523,1759902555076928726,1759902555091208814,8.28
1759902555119996313,1759902555123134148,1759902555091208814,8.16
1759902555171219118,1759902555177689778,1759902555149227237,8.09
1759902555213064278,1759902555224299790,1759902555210940274,8.02
1759902555264266894,1759902555280665997,1759902555269195819,7.92
1759902555318184079,1759902555327363616,1759902555332323760,7.84
1759902555365969559,1759902555372098208,1759902555389537862,7.78
1759902555415678181,1759902555424253348,1759902555389537862,7.73
1759902555460208333,1759902555471173530,1759902555451271468,7.68
1759902555511025065,1759902555525506136,1759902555509844738,7.67
1759902555563084703,1759902555571364958,1759902555573977402,7.64
1759902555629323287,1759902555625314324,1759902555630047706,7.61
1759902555682924740,1759902555671652208,1759902555692612655,7.58
1759902555723904633,1759902555724639202,1759902555749486529,7.55
1759902555782351141,1759902555773283848,1759902555812012003,7.52
1759902555822857973,1759902555825428618,1759902555812012003,7.49
1759902555864907783,1759902555874783476,1759902555869207790,7.48
1759902555916151428,1759902555925275980,1759902555933693847,7.48
1759902555961161995,1759902555973046382,1759902555933693847,7.47
1759902556006028247,1759902556027526127,1759902555989499167,7.46
1759902556060050892,1759902556074536692,1759902556051192106,7.43
1759902556109261786,1759902556126913203,1759902556109562549,7.39
1759902556154829013,1759902556174328579,1759902556171963195,7.39
1759902556200920158,1759902556221518926,1759902556229546720,7.37
1759902556254830890,1759902556274968691,1759902556229546720,7.37
1759902556305161736,1759902556329926647,1759902556291927259,7.38
1759902556351510521,1759902556329926647,1759902556349676509,7.38
1759902556401785631,1759902556422775014,1759902556411116537,7.35
1759902556451761362,1759902556478679272,1759902556469577482,7.32
1759902556500939724,1759902556478679272,1759902556531581664,7.32
1759902556551443530,1759902556525154457,1759902556531581664,7.3
1759902556601225070,1759902556578581298,1759902556589650042,7.28
1759902556690359346,1759902556672314850,1759902556709634154,7.25
1759902556730420449,1759902556725303948,1759902556709634154,7.24
1759902556784568764,1759902556772294625,1759902556773622994,7.2
1759902556830534800,1759902556826518203,1759902556830457473,7.19
1759902556874595449,1759902556873229578,1759902556891081687,7.16
1759902556924067510,1759902556929008277,1759902556949498779,7.14
1759902556979201171,1759902556974514918,1759902556949498779,7.13
1759902557027476063,1759902557021707740,1759902557012114826,7.14
1759902557074530491,1759902557077441834,1759902557069637565,7.13
1759902557111481263,1759902557122880055,1759902557131579488,7.1
1759902557169064367,1759902557175076383,1759902557189752676,7.08
1759902557211230508,1759902557223320497,1759902557189752676,7.07
1759902557264399408,1759902557276768919,1759902557253798134,7.06
1759902557311293511,1759902557323760628,1759902557310066105,7.06
1759902557361537322,1759902557372317577,1759902557371814088,7.04
1759902557411068376,1759902557424741208,1759902557430252872,7.01
1759902557460725760,1759902557473834999,1759902557491182087,6.98
1759902557506234936,1759902557525340212,1759902557491182087,6.99
1759902557561409966,1759902557573788273,1759902557549985204,6.98
1759902557601214912,1759902557621265627,1759902557611254647,6.96
1759902557686482616,1759902557677161910,1759902557669803139,6.93
1759902557734703044,1759902557722477758,1759902557735647833,6.91
1759902557787295196,1759902557776698871,1759902557789531253,6.91
1759902557835320593,1759902557823418843,1759902557851957137,6.92
1759902557879903716,1759902557877019795,1759902557851957137,6.89
1759902557928141648,1759902557928032860,1759902557909639391,6.9
1759902557987864135,1759902557971438151,1759902557971305879,6.89
1759902558029070269,1759902558024811811,1759902558030772129,6.88
1759902558071914010,1759902558073766748,1759902558091541970,6.9
1759902558115081779,1759902558126533873,1759902558091541970,6.93
1759902558164741658,1759902558173056869,1759902558149545104,6.93
1759902558216245998,1759902558226924419,1759902558212173064,6.88
1759902558264273499,1759902558274743373,1759902558269704259,6.85
1759902558315397406,1759902558328172268,1759902558331390806,6.85
1759902558360824325,1759902558374561400,1759902558331390806,6.83
1759902558410267452,1759902558421395168,1759902558390414222,6.82
1759902558460095811,1759902558476104371,1759902558451625535,6.79
1759902558506207194,1759902558521294750,1759902558509280616,6.81
1759902558553845234,1759902558575437484,1759902558571332098,6.8
1759902558600785174,1759902558622928243,1759902558571332098,6.8
1759902558651416112,1759902558679595263,1759902558631783884,6.8
1759902558735538866,1759902558721659581,1759902558749657066,6.78
1759902558778144224,1759902558775299938,1759902558749657066,6.82
1759902558827976801,1759902558828533541,1759902558812108970,6.83
1759902558874125866,1759902558874017409,1759902558869648581,6.82
1759902558923396424,1759902558927381812,1759902558931814401,6.81
1759902558979100661,1759902558973867457,1759902558989761528,6.82
1759902559027088937,1759902559027246707,1759902559054020553,6.82
1759902559075249491,1759902559073055093,1759902559054020553,6.83
1759902559123835155,1759902559126588387,1759902559109699863,6.8
1759902559170219718,1759902559174042657,1759902559172584140,6.82
1759902559222424993,1759902559225092212,1759902559230000306,6.82
1759902559275266831,1759902559272936564,1759902559291566764,6.84
1759902559317592135,1759902559327276534,1759902559291566764,6.83
1759902559363856169,1759902559372611147,1759902559349478925,6.83
1759902559410055469,1759902559428539461,1759902559411053439,6.85
1759902559455621924,1759902559472797996,1759902559469410477,6.86
1759902559505357948,1759902559525882826,1759902559532277321,6.83
1759902559556169069,1759902559572124918,1759902559532277321,6.8
1759902559601462805,1759902559623990927,1759902559589701362,6.82
1759902559651433546,1759902559623990927,1759902559652282903,6.82
1759902559731139931,1759902559724577447,1759902559710181969,6.79
1759902559778741471,1759902559778300452,1759902559771394944,6.8
1759902559828817693,1759902559825330073,1759902559830158516,6.81
1759902559889633121,1759902559874713435,1759902559891533239,6.79
1759902559937987866,1759902559922934235,1759902559950028149,6.79
1759902559975936527,1759902559977654278,1759902559950028149,6.8
1759902560019006309,1759902560021025133,1759902560011222309,6.86
1759902560063977180,1759902560073028594,1759902560069572834,6.87
1759902560114397577,1759902560126150915,1759902560131595331,6.83
1759902560165302076,1759902560173618590,1759902560189711350,6.82
1759902560212298454,1759902560224550802,1759902560189711350,6.79
1759902560255058316,1759902560271345135,1759902560250839033,6.79
1759902560304718275,1759902560327512844,1759902560310202346,6.77
1759902560355506252,1759902560375011839,1759902560371304531,6.82
1759902560405324642,1759902560421861988,1759902560430292499,6.81
1759902560455287809,1759902560475080613,1759902560430292499,6.81
1759902560505483668,1759902560529099842,1759902560491142263,6.77
1759902560550910498,1759902560572265626,1759902560550144499,6.8
1759902560600940061,1759902560626212538,1759902560610709651,6.83
1759902560650644585,1759902560626212538,1759902560670418052,6.83
1759902560732138483,1759902560722989304,1759902560732104579,6.79
1759902560780412373,1759902560773740230,1759902560789939332,6.81
1759902560823953292,1759902560825184196,1759902560851307272,6.82
1759902560875575968,1759902560872455998,1759902560851307272,6.81
1759902560925168499,1759902560924374818,1759902560909902023,6.8
1759902560974230690,1759902560976418075,1759902560971196303,6.79
1759902561024314286,1759902561022923578,1759902561031234532,6.8
1759902561076741784,1759902561076876060,1759902561094860561,6.79
1759902561128189166,1759902561125274537,1759902561149481315,6.78
1759902561170685486,1759902561171439121,1759902561149481315,6.77
1759902561214950163,1759902561225209256,1759902561211435422,6.78
1759902561265275940,1759902561277886149,1759902561269943266,6.78
1759902561314810041,1759902561321726848,1759902561331928688,6.77
1759902561367068170,1759902561373065216,1759902561390054868,6.77
1759902561414647793,1759902561426232245,1759902561390054868,6.8
1759902561464932124,1759902561476942407,1759902561451525503,6.76
1759902561510952388,1759902561523098039,1759902561510991342,6.75
1759902561559898903,1759902561575165434,1759902561571554811,6.72
1759902561613392483,1759902561625166106,1759902561630487856,6.76
1759902561657540163,1759902561671642127,1759902561630487856,6.72
1759902561705771947,1759902561724172995,1759902561692265095,6.7
1759902561779313100,1759902561776050860,1759902561749622100,6.7
1759902561829715756,1759902561828643125,1759902561811538033,6.77
1759902561878569294,1759902561875501474,1759902561869738233,6.8
1759902561921434492,1759902561926340251,1759902561933544335,6.78
1759902561970372130,1759902561977330236,1759902561991132940,6.75
1759902562019022090,1759902562021510908,1759902561991132940,6.76
1759902562065063986,1759902562073331784,1759902562052231227,6.76
1759902562115950553,1759902562123947266,1759902562109693603,6.75
1759902562163956588,1759902562176994306,1759902562172260595,6.7
1759902562214002104,1759902562222022181,1759902562230439224,6.75
1759902562266852130,1759902562273585147,1759902562291531770,6.75
1759902562314938778,1759902562324209265,1759902562291531770,6.73
1759902562361462841,1759902562371276933,1759902562349879170,6.82
1759902562401188984,1759902562422767881,1759902562411646330,6.8
1759902562452090790,1759902562475255938,1759902562469814740,6.69
1759902562500951381,1759902562475255938,1759902562531379775,6.69
1759902562550824039,1759902562572597828,1759902562531379775,6.33
1759902562601037676,1759902562624203354,1759902562591147359,6.72
1759902562651112709,1759902562676667845,1759902562651717330,6.77
1759902562700804542,1759902562722217163,1759902562709652575,6.75
1759902562784720414,1759902562773640553,1759902562771324614,6.72
1759902562837412138,1759902562825514390,1759902562830059292,6.68
1759902562886103377,1759902562876423641,1759902562892056459,6.73
1759902562934829342,1759902562934693203,1759902562950325941,6.7
1759902562979620557,1759902562971801412,1759902562950325941,6.68
1759902563026111878,1759902563023847828,1759902563011920303,6.67
1759902563067211916,1759902563074161395,1759902563069947523,6.68
1759902563118407151,1759902563124089718,1759902563131523038,6.68
1759902563169972310,1759902563175501185,1759902563191095671,6.6
1759902563216176996,1759902563226526598,1759902563191095671,6.58
1759902563268350664,1759902563277687728,1759902563251742368,6.66
1759902563311426293,1759902563327291303,1759902563310035836,6.78
1759902563361505243,1759902563376015304,1759902563371377426,6.83
1759902563417101065,1759902563427031679,1759902563431263094,6.87
1759902563468714487,1759902563476190438,1759902563491485143,6.83
1759902563524472338,1759902563532873550,1759902563550179554,6.84
1759902563573388585,1759902563576650484,1759902563550179554,6.82
1759902563613576005,1759902563630394521,1759902563611658495,6.77
1759902563657910651,1759902563680694172,1759902563670431065,6.68
1759902563710541108,1759902563727482648,1759902563732525838,6.7
1759902563779082364,1759902563777563322,1759902563790103493,6.68
1759902563840935187,1759902563827271897,1759902563852222533,6.68
1759902563880284803,1759902563877824068,1759902563852222533,6.62
1759902563934959111,1759902563937366093,1759902563910387877,6.64
1759902563981430794,1759902563975349197,1759902563971522793,6.78
1759902564044525992,1759902564026271744,1759902564030651571,6.89
1759902564081985631,1759902564074227011,1759902564092145260,6.98
1759902564124844547,1759902564125107698,1759902564149948625,6.97
1759902564173024482,1759902564175279765,1759902564149948625,6.98
1759902564223206519,1759902564223357236,1759902564214333478,7.0
1759902564268504418,1759902564275082430,1759902564269738898,7.02
1759902564318617203,1759902564327911135,1759902564331623762,7.0
1759902564368689210,1759902564383660539,1759902564390803707,6.98
1759902564418048150,1759902564429911583,1759902564390803707,6.95
1759902564467068154,1759902564474789683,1759902564451437890,6.98
1759902564514494755,1759902564524096363,1759902564509854482,7.04
1759902564559988157,1759902564574539026,1759902564573987596,7.02
1759902564609646547,1759902564624123495,1759902564630726915,7.02
1759902564655207837,1759902564674250727,1759902564630726915,7.04
1759902564701826210,1759902564723793126,1759902564692463898,7.04
1759902564788521393,1759902564779893579,1759902564811277962,7.02
1759902564828295597,1759902564828620566,1759902564811277962,6.99
1759902564873505699,1759902564877601867,1759902564869983945,6.9
1759902564921858003,1759902564930032965,1759902564932402395,6.84
1759902564969218879,1759902564976244272,1759902564993263961,6.82
1759902565018828716,1759902565029872078,1759902564993263961,6.81
1759902565068714379,1759902565078396029,1759902565051990663,6.78
1759902565118242210,1759902565129370424,1759902565109786624,6.74
1759902565169205223,1759902565176073968,1759902565174736653,6.7
1759902565228462666,1759902565226600090,1759902565230317587,6.66
1759902565269016584,1759902565275514704,1759902565291669917,6.63
1759902565319288462,1759902565324668874,1759902565291669917,6.68
1759902565368236509,1759902565374339367,1759902565349694172,6.6
1759902565416037012,1759902565423881716,1759902565411765401,6.5
1759902565464233780,1759902565479468330,1759902565469922359,6.38
1759902565509891504,1759902565531037558,1759902565534598356,6.11
1759902565560097696,1759902565576476585,1759902565534598356,5.81
1759902565600732439,1759902565576476585,1759902565589919826,5.81
1759902565651499890,1759902565676019475,1759902565651536049,8.14
1759902565700772084,1759902565723585883,1759902565709935688,10.11
1759902565778755243,1759902565781665533,1759902565774370126,10.22
1759902565822863688,1759902565827159435,1759902565830424441,10.03
1759902565873542701,1759902565875829885,1759902565891920725,9.83
1759902565923654644,1759902565925366192,1759902565949931945,9.68
