camera,kf_distance,kf_velocity,ego_vx
1759902556154829013,7.3675,-0.5472,10.3275
1759902556200920158,7.3506,-0.5401,10.3292
1759902556254830890,7.3362,-0.5273,10.628
1759902556305161736,7.331,-0.5085,10.7704
1759902556351510521,7.3294,-0.4895,10.8843
1759902556401785631,7.3185,-0.4776,11.1714
1759902556451761362,7.3023,-0.4708,11.2996
1759902556500939724,7.2915,-0.46,11.4582
1759902556551443530,7.2779,-0.4515,11.6913
1759902556601225070,7.2629,-0.445,11.8267
1759902556690359346,7.2318,-0.4364,12.1199
1759902556730420449,7.2223,-0.429,12.2383
1759902556784568764,7.1993,-0.4287,12.4091
1759902556830534800,7.1828,-0.426,12.5619
1759902556874595449,7.1628,-0.427,12.6788
1759902556924067510,7.1412,-0.4274,12.7995
1759902556979201171,7.1214,-0.4242,12.9493
1759902557027476063,7.1128,-0.414,13.1028
1759902557074530491,7.1044,-0.4046,13.2481
1759902557111481263,7.0926,-0.4021,13.3519
1759902557169064367,7.0726,-0.3993,13.4531
1759902557211230508,7.06,-0.3958,13.563
1759902557264399408,7.0453,-0.3904,13.7177
1759902557311293511,7.037,-0.3819,13.8348
1759902557361537322,7.0245,-0.3762,13.9449
1759902557411068376,7.0071,-0.3751,14.1344
1759902557460725760,6.9859,-0.3773,14.2734
1759902557506234936,6.9751,-0.3719,14.3973
1759902557561409966,6.9623,-0.3651,14.5553
1759902557601214912,6.9515,-0.362,14.6634
1759902557686482616,6.9236,-0.3591,14.9569
1759902557734703044,6.9074,-0.358,15.1116
1759902557787295196,6.8952,-0.352,15.281
1759902557835320593,6.8911,-0.3407,15.4237
1759902557879903716,6.8802,-0.337,15.5206
1759902557928141648,6.8748,-0.3278,15.6344
1759902557987864135,6.8659,-0.3183,15.7771
1759902558029070269,6.861,-0.3114,15.8911
1759902558071914010,6.8633,-0.2985,15.9832
1759902558115081779,6.8742,-0.2793,16.1248
1759902558164741658,6.8812,-0.262,16.2859
1759902558216245998,6.8714,-0.2589,16.4518
1759902558264273499,6.8563,-0.2612,16.6128
1759902558315397406,6.8451,-0.2593,16.7291
1759902558360824325,6.8323,-0.2601,16.8535
1759902558410267452,6.8196,-0.26,17.0012
1759902558460095811,6.8016,-0.2643,17.1256
1759902558506207194,6.7956,-0.259,17.2486
1759902558553845234,6.7883,-0.2547,17.3317
1759902558600785174,6.7835,-0.2487,17.468
1759902558651416112,6.7797,-0.241,17.6157
1759902558735538866,6.7659,-0.2346,17.876
1759902558778144224,6.7757,-0.2164,17.9926
1759902558827976801,6.7849,-0.1984,18.1126
1759902558874125866,6.7892,-0.1867,18.1868
1759902558923396424,6.7891,-0.1788,18.2787
1759902558979100661,6.7916,-0.1678,18.3699
1759902559027088937,6.7947,-0.1582,18.4419
1759902559075249491,6.8001,-0.147,18.5296
1759902559123835155,6.7951,-0.1452,18.5781
1759902559170219718,6.7979,-0.1371,18.6675
1759902559222424993,6.7996,-0.1295,18.7493
1759902559275266831,6.8071,-0.1169,18.8404
1759902559317592135,6.8105,-0.1099,18.905
1759902559363856169,6.8128,-0.1037,18.9402
1759902559410055469,6.8206,-0.0932,18.9894
1759902559455621924,6.8294,-0.0824,19.0361
1759902559505357948,6.8267,-0.0812,19.0605
1759902559556169069,6.8158,-0.0871,19.089
1759902559601462805,6.8143,-0.085,19.0745
1759902559651433546,6.8131,-0.0824,19.0852
1759902559731139931,6.8013,-0.0874,19.0921
1759902559778741471,6.798,-0.0866,19.0756
1759902559828817693,6.7987,-0.0821,19.0677
1759902559889633121,6.7926,-0.0831,19.1094
1759902559937987866,6.789,-0.0827,19.1231
1759902559975936527,6.7901,-0.0792,19.1194
1759902560019006309,6.8086,-0.0613,19.141
1759902560063977180,6.825,-0.0457,19.1594
1759902560114397577,6.8249,-0.0439,19.1465
1759902560165302076,6.8219,-0.0446,19.151
1759902560212298454,6.8108,-0.0522,19.1774
1759902560255058316,6.803,-0.0568,19.209
1759902560304718275,6.7911,-0.0645,19.2114
1759902560355506252,6.7976,-0.0561,19.2449
1759902560405324642,6.7994,-0.0521,19.2787
1759902560455287809,6.8008,-0.0486,19.3088
1759902560505483668,6.7897,-0.0561,19.3108
1759902560550910498,6.7911,-0.0528,19.3135
1759902560600940061,6.801,-0.0419,19.2871
1759902560650644585,6.8083,-0.0337,19.2779
1759902560732138483,6.8007,-0.0385,19.2845
1759902560780412373,6.8023,-0.0353,19.295
1759902560823953292,6.8066,-0.0301,19.3217
1759902560875575968,6.8066,-0.0287,19.3668
1759902560925168499,6.8036,-0.0301,19.3927
1759902560974230690,6.7984,-0.0333,19.3889
1759902561024314286,6.7977,-0.0324,19.3803
1759902561076741784,6.7942,-0.034,19.3714
1759902561128189166,6.7887,-0.0373,19.3759
1759902561170685486,6.7819,-0.0417,19.3883
1759902561214950163,6.7801,-0.0417,19.3993
1759902561265275940,6.7786,-0.0412,19.4279
1759902561314810041,6.7746,-0.0428,19.4401
1759902561367068170,6.7716,-0.0434,19.4367
1759902561414647793,6.7788,-0.0356,19.4473
1759902561464932124,6.7718,-0.04,19.4535
1759902561510952388,6.764,-0.0451,19.4271
1759902561559898903,6.7492,-0.0559,19.4071
1759902561613392483,6.7504,-0.0522,19.4084
1759902561657540163,6.7396,-0.0595,19.3644
1759902561705771947,6.7257,-0.0689,19.2978
1759902561779313100,6.7142,-0.075,19.2784
1759902561829715756,6.7288,-0.0581,19.3262
1759902561878569294,6.7487,-0.0378,19.3623
1759902561921434492,6.757,-0.0292,19.3822
1759902561970372130,6.7539,-0.0307,19.4213
1759902562019022090,6.7547,-0.0287,19.4125
1759902562065063986,6.7554,-0.027,19.4237
1759902562115950553,6.7528,-0.0281,19.4317
1759902562163956588,6.7359,-0.0413,19.439
1759902562214002104,6.7387,-0.0371,19.4127
1759902562266852130,6.7408,-0.0336,19.3845
1759902562314938778,6.7364,-0.036,19.3451
1759902562361462841,6.7605,-0.014,19.3534
1759902562401188984,6.7719,-0.0042,19.3527
1759902562452090790,6.7471,-0.0249,19.3655
1759902562500951381,6.7291,-0.0393,19.3504
1759902562550824039,6.6072,-0.1429,19.277
1759902562601037676,6.6363,-0.1113,19.0337
1759902562651112709,6.673,-0.0743,18.9528
1759902562700804542,6.6938,-0.0528,18.9397
1759902562784720414,6.699,-0.0432,18.7507
1759902562837412138,6.6915,-0.0482,18.6424
1759902562886103377,6.7018,-0.0366,18.5379
1759902562934829342,6.7,-0.0366,18.4616
1759902562979620557,6.6928,-0.0414,18.3744
1759902563026111878,6.6846,-0.0467,18.2721
1759902563067211916,6.6819,-0.0473,18.2301
1759902563118407151,6.6796,-0.0472,18.1166
1759902563169972310,6.6539,-0.067,18.0138
1759902563216176996,6.6295,-0.085,17.9174
1759902563268350664,6.6356,-0.0759,17.7739
1759902563311426293,6.6767,-0.0388,17.6584
1759902563361505243,6.7215,0.0009,17.5737
1759902563417101065,6.7667,0.0406,17.4566
1759902563468714487,6.7874,0.0571,17.3969
1759902563524472338,6.8057,0.0707,17.295
1759902563573388585,6.8125,0.0736,17.1844
1759902563613576005,6.8018,0.0621,17.1083
1759902563657910651,6.7672,0.0312,17.0409
1759902563710541108,6.7481,0.0134,16.9726
1759902563779082364,6.7277,-0.0065,16.8995
1759902563840935187,6.7125,-0.0204,16.768
1759902563880284803,6.6837,-0.0449,16.6758
1759902563934959111,6.6686,-0.0561,16.5886
1759902563981430794,6.7006,-0.0263,16.516
1759902564044525992,6.7579,0.0272,16.3892
1759902564081985631,6.8256,0.0833,16.3187
1759902564124844547,6.8714,0.1179,16.2302
1759902564173024482,6.908,0.1435,16.1362
1759902564223206519,6.9407,0.165,16.0875
1759902564268504418,6.9697,0.1829,16.0063
1759902564318617203,6.9852,0.1883,15.9322
1759902564368689210,6.9902,0.1845,15.8599
1759902564418048150,6.9844,0.1717,15.779
1759902564467068154,6.989,0.1683,15.7016
1759902564514494755,7.0099,0.1795,15.6208
1759902564559988157,7.0187,0.18,15.5521
1759902564609646547,7.0253,0.178,15.4727
1759902564655207837,7.0354,0.1797,15.408
1759902564701826210,7.0426,0.1787,15.388
1759902564788521393,7.0461,0.1668,15.2606
1759902564828295597,7.0334,0.1492,15.2225
1759902564873505699,6.9975,0.1118,15.1707
1759902564921858003,6.9535,0.069,15.0678
1759902564969218879,6.9154,0.0336,14.9745
1759902565018828716,6.8847,0.0058,14.9252
1759902565068714379,6.8532,-0.0216,14.8578
1759902565118242210,6.8182,-0.0509,14.7539
1759902565169205223,6.7805,-0.0814,14.6734
1759902565228462666,6.7402,-0.1134,14.5938
1759902565269016584,6.7037,-0.1407,14.5097
1759902565319288462,6.6916,-0.145,14.4498
1759902565368236509,6.6589,-0.167,14.3533
1759902565416037012,6.6054,-0.2059,14.2918
1759902565464233780,6.5304,-0.2615,14.2535
1759902565509891504,6.3956,-0.3652,14.1865
1759902565560097696,6.2061,-0.5118,14.1251
1759902565600732439,6.0731,-0.6046,14.0822
1759902565651499890,6.6733,-0.0683,14.0409
1759902565700772084,7.7071,0.823,13.9699
1759902565778755243,8.5384,1.5659,13.8643
1759902565822863688,9.0452,1.965,13.8001
1759902565873542701,9.3548,2.1536,13.7286
1759902565923654644,9.5291,2.2124,13.6569
1759902565961663317,9.5732,2.1791,13.639
1759902566009873049,9.5675,2.0862,13.5572
1759902566059692235,9.5143,1.9526,13.4718
1759902566158958228,9.4254,1.6638,13.4449
1759902566210806306,9.2456,1.4075,13.3893
1759902566281595861,9.0813,1.1487,13.2788
1759902566310001574,8.896,0.9626,13.2277
1759902566360127815,8.7483,0.797,13.1509
1759902566412378209,8.6076,0.6423,13.0656
1759902566460014158,8.4694,0.5014,13.0081
1759902566510492449,8.3421,0.3737,12.9596
1759902566560702860,8.2155,0.2519,12.909
1759902566611508363,8.1017,0.1453,12.863
1759902566660674656,8.0004,0.0543,12.8162
1759902566710545761,7.9085,-0.0253,12.7655
1759902566751596505,7.8424,-0.078,12.7138
1759902566824035831,7.7483,-0.1582,12.6605
1759902566873489791,7.6638,-0.226,12.6006
1759902566931013373,7.5797,-0.2897,12.5521
1759902566976277388,7.4977,-0.3489,12.5039
1759902567025097011,7.4289,-0.3929,12.4456
1759902567068173281,7.3663,-0.4304,12.3983
1759902567114362487,7.2995,-0.4688,12.3557
1759902567164874231,7.226,-0.5104,12.3134
1759902567210463705,7.1599,-0.5457,12.2835
1759902567261042597,7.0895,-0.5817,12.2504
1759902567305396109,7.0356,-0.605,12.2038
1759902567357909193,6.9815,-0.624,12.1476
1759902567406767880,6.9387,-0.6345,12.1068
1759902567457877041,6.8892,-0.6493,12.061
1759902567502491610,6.8451,-0.6621,11.9911
1759902567551288389,6.7939,-0.6782,11.9253
1759902567601635260,6.7568,-0.6807,11.8707
1759902567651406755,6.716,-0.6867,11.8483
1759902567701863855,6.6779,-0.6897,11.8401
1759902567753568009,6.6385,-0.693,11.7838
1759902567829844449,6.565,-0.713,11.699
1759902567882164475,6.5129,-0.7269,11.6725
1759902567928412904,6.4641,-0.7404,11.6313
1759902567987639959,6.414,-0.7461,11.5725
1759902568030636778,6.3874,-0.7414,11.5247
1759902568080514515,6.3655,-0.7285,11.4522
1759902568119838272,6.3528,-0.7155,11.4301
1759902568176798040,6.3266,-0.703,11.3964
1759902568221195365,6.3118,-0.6893,11.3664
1759902568269672045,6.2969,-0.6737,11.3315
1759902568316067945,6.282,-0.6601,11.2762
1759902568367547481,6.2727,-0.6391,11.2373
1759902568413644051,6.2754,-0.612,11.2219
1759902568462089341,6.2741,-0.588,11.1743
1759902568511486484,6.2737,-0.5635,11.1556
1759902568560847347,6.2713,-0.5417,11.1447
1759902568612131902,6.2637,-0.5242,11.1175
1759902568661220457,6.2537,-0.5105,11.0755
1759902568705792705,6.2517,-0.4929,11.0423
1759902568752653339,6.2501,-0.4747,10.9908
1759902568834210832,6.2392,-0.4476,10.9191
1759902568893781461,6.2369,-0.4242,10.8905
1759902568926814392,6.2342,-0.4145,10.8631
1759902568971177582,6.2231,-0.4083,10.7879
1759902569018887443,6.2116,-0.4016,10.7063
1759902569069363459,6.203,-0.3917,10.6352
1759902569119903868,6.1973,-0.3796,10.529
1759902569169113623,6.1912,-0.3688,10.4536
1759902569216707203,6.1846,-0.3595,10.3945
1759902569260853119,6.1841,-0.3466,10.3357
1759902569315599805,6.209,-0.3086,10.2325
1759902569361198166,6.2206,-0.2867,10.1628
1759902569410823372,6.2135,-0.2806,10.0856
1759902569461390071,6.2086,-0.2725,10.0337
1759902569511428665,6.1995,-0.2686,9.9429
1759902569562058353,6.172,-0.2807,9.8441
1759902569609095734,6.1047,-0.3274,9.7682
1759902569656620552,6.029,-0.379,9.6967
1759902569702990291,5.9749,-0.4101,9.6161
1759902569751626966,5.9293,-0.432,9.5411
1759902569801543628,5.984,-0.3661,9.474
1759902569886365365,6.0312,-0.2886,9.3463
1759902569935090658,6.0741,-0.235,9.2659
1759902569983157869,6.102,-0.1997,9.1737
1759902570033864023,6.1158,-0.1784,9.1034
1759902570079386650,6.1236,-0.1648,9.0592
1759902570133061455,6.1224,-0.1581,8.9685
1759902570181824561,6.1193,-0.1541,8.903
1759902570226336384,6.1148,-0.1522,8.8254
1759902570271425205,6.1055,-0.1541,8.7964
1759902570322565716,6.1044,-0.1484,8.7386
1759902570364519108,6.1107,-0.1382,8.6624
1759902570410665112,6.115,-0.1294,8.6021
1759902570468965082,6.1143,-0.1234,8.5208
1759902570511879584,6.1123,-0.1206,8.442
1759902570556704683,6.1078,-0.1198,8.377
1759902570601980200,6.1077,-0.1154,8.3458
1759902570650904552,6.1074,-0.1109,8.3064
1759902570701523741,6.1013,-0.1113,8.2499
1759902570750983012,6.097,-0.1102,8.1576
1759902570801209613,6.0941,-0.108,8.0829
1759902570882205878,6.09,-0.1034,7.9336
1759902570927062106,6.0899,-0.0992,7.8784
1759902570970603762,6.09,-0.0953,7.8396
1759902571020017676,6.0867,-0.0941,7.7798
1759902571059978526,6.0791,-0.0973,7.7302
1759902571117667302,6.0694,-0.1009,7.6643
1759902571165493885,6.0632,-0.102,7.6098
1759902571208162229,6.0532,-0.1068,7.5762
1759902571280120548,6.0438,-0.1083,7.4825
1759902571314722096,6.037,-0.1109,7.4375
1759902571364480737,6.0341,-0.1087,7.3785
1759902571411670587,6.0293,-0.1084,7.3184
1759902571469938326,6.0251,-0.1065,7.2478
1759902571510109355,6.0236,-0.1042,7.2157
1759902571567556532,6.0214,-0.1009,7.1341
1759902571611177359,6.0179,-0.1001,7.0574
1759902571658850670,6.0182,-0.0957,6.9882
1759902571705340077,6.0186,-0.0916,6.9439
1759902571751179427,6.0191,-0.0877,6.8886
1759902571801509575,6.0193,-0.0837,6.8529
1759902571881141503,6.0244,-0.0724,6.7366
1759902571932424946,6.0298,-0.0638,6.6614
1759902571981441304,6.0369,-0.0546,6.5911
1759902572030272328,6.0391,-0.0503,6.5164
1759902572081443818,6.0437,-0.044,6.4429
1759902572122875668,6.0473,-0.0394,6.386
1759902572178697972,6.0466,-0.0381,6.314
1759902572211212676,6.0438,-0.0394,6.2856
1759902572265559090,6.0411,-0.0398,6.2421
1759902572310143131,6.0336,-0.0446,6.1941
1759902572358532294,6.028,-0.0475,6.1645
1759902572405377850,6.021,-0.0515,6.1227
1759902572451271212,6.0161,-0.0536,6.0628
1759902572501257446,6.0184,-0.0494,6.0131
1759902572551098293,6.0172,-0.0483,5.9645
1759902572600971291,6.0163,-0.0469,5.8819
1759902572652027051,6.0188,-0.0426,5.8062
1759902572701621399,6.0177,-0.0418,5.7347
1759902572752101433,6.0169,-0.0406,5.6779
1759902572803725064,6.0164,-0.0392,5.6046
1759902572851150573,6.0162,-0.0377,5.5363
1759902572932050304,6.0153,-0.0356,5.3951
1759902572986196917,6.0186,-0.0307,5.2901
1759902573025581430,6.0212,-0.0273,5.211
1759902573081425284,6.0198,-0.0272,5.0835
1759902573125503592,6.013,-0.032,4.9912
1759902573170520756,6.0111,-0.0324,4.8922
1759902573223925227,6.0095,-0.0322,4.7559
1759902573269648817,6.0117,-0.0292,4.6299
1759902573310614890,6.0133,-0.0269,4.5366
1759902573355354707,6.0145,-0.025,4.417
1759902573401085380,6.0183,-0.0209,4.2849
1759902573451553801,6.0211,-0.0177,4.1325
1759902573505404822,6.0201,-0.0177,3.9673
1759902573551164100,6.0135,-0.0227,3.8284
1759902573601315518,6.0086,-0.0259,3.7011
1759902573651528303,6.0051,-0.0278,3.5766
1759902573701225767,6.0056,-0.0262,3.4595
1759902573751248891,6.006,-0.0247,3.3376
1759902573801408816,6.0033,-0.0259,3.2222
1759902573851156035,6.0014,-0.0265,3.1186
1759902573929851449,5.9964,-0.0294,2.9301
1759902573980105543,5.9934,-0.0308,2.7966
1759902574030301195,5.9913,-0.0313,2.6669
1759902574079114987,5.9868,-0.034,2.5619
1759902574131528041,5.9835,-0.0353,2.449
1759902574179075372,5.9812,-0.0358,2.33
1759902574228253267,5.9736,-0.0408,2.2256
1759902574279286254,5.968,-0.0438,2.1101
1759902574319280336,5.9614,-0.0478,2.0243
1759902574370239793,5.9593,-0.0475,1.9061
1759902574419061360,5.9579,-0.0468,1.8032
1759902574469261200,5.9599,-0.043,1.6954
1759902574520602193,5.9554,-0.045,1.5753
1759902574564716569,5.9524,-0.0459,1.4711
1759902574606870884,5.9503,-0.046,1.3893
1759902574653160381,5.9487,-0.0455,1.3032
1759902574702712408,5.9445,-0.0472,1.1965
1759902574752178041,5.9415,-0.0477,1.1135
1759902574801367799,5.9394,-0.0475,1.0186
1759902574851358651,5.9379,-0.0467,0.9161
1759902574930309683,5.9329,-0.0481,0.7534
1759902574981410057,5.9334,-0.0453,0.6581
1759902575032630390,5.9308,-0.0456,0.5689
1759902575078474449,5.9291,-0.0452,0.4995
1759902575124130570,5.9279,-0.0444,0.4166
1759902575176017352,5.9269,-0.0433,0.3068
1759902575228533332,5.9233,-0.0445,0.2095
1759902575279155296,5.9207,-0.0448,0.1199
1759902575324910555,5.9221,-0.0419,0.0661
1759902575375458498,5.923,-0.0393,0.109
1759902575423096202,5.9208,-0.0396,0.1416
1759902575476435949,5.9221,-0.0366,0.1313
1759902575541068794,5.9198,-0.0365,0.1234
1759902575571107787,5.9221,-0.0337,0.1442
1759902575610406225,5.9205,-0.0339,0.1531
1759902575660640591,5.9222,-0.0312,0.1123
1759902575712429998,5.9204,-0.0313,0.0826
1759902575760551242,5.9222,-0.0285,0.0817
1759902575808257285,5.9236,-0.0261,0.0434
1759902575852225513,5.9247,-0.0242,0.0026
1759902575929887620,5.9251,-0.0221,0.0
1759902575976925672,5.9259,-0.0204,0.0
1759902576017950377,5.9235,-0.0217,0.0
1759902576074133607,5.9216,-0.0224,0.0
1759902576120369752,5.9234,-0.0199,0.0
1759902576164704729,5.9248,-0.018,0.0
1759902576210379355,5.9258,-0.0165,0.0
1759902576260332335,5.9265,-0.0152,0.0
1759902576310566291,5.927,-0.0141,0.0
1759902576360106155,5.9274,-0.0131,0.0
1759902576413530293,5.9277,-0.0122,0.0
1759902576461460814,5.925,-0.0141,0.0
1759902576510908703,5.926,-0.0126,0.0
1759902576560682993,5.9268,-0.0114,0.0
1759902576609734538,5.9243,-0.013,0.0
1759902576656105179,5.9226,-0.014,0.0
1759902576711532140,5.9243,-0.0118,0.0
1759902576755336456,5.9227,-0.0128,0.0
1759902576806321792,5.9214,-0.0133,0.0
1759902576855712802,5.9205,-0.0135,0.0
1759902576901030539,5.9229,-0.0109,0.0
1759902576981098747,5.9214,-0.0115,0.0
1759902577039343432,5.9237,-0.0087,0.0
1759902577064429005,5.9224,-0.0096,0.0
1759902577109865698,5.9244,-0.0076,0.0
1759902577160027135,5.9258,-0.0061,0.0
1759902577211145785,5.9269,-0.0049,0.0
1759902577261547971,5.9246,-0.0067,0.0
1759902577310465618,5.923,-0.0078,0.0
1759902577361628109,5.9218,-0.0084,0.0
1759902577409748318,5.924,-0.0062,0.0
1759902577459937807,5.9256,-0.0045,0.0
1759902577510677554,5.9268,-0.0033,0.0
1759902577560714773,5.9246,-0.0051,0.0
1759902577605934550,5.9231,-0.0062,0.0
1759902577656110633,5.9219,-0.0069,0.0
1759902577706315431,5.9241,-0.0047,0.0
1759902577756707516,5.9257,-0.0031,0.0
1759902577801182915,5.9269,-0.002,0.0
1759902577852872591,5.9278,-0.0011,0.0
1759902577933375085,5.9253,-0.0035,0.0
1759902577992529883,5.9266,-0.002,0.0
1759902578025934394,5.9276,-0.0011,0.0
1759902578079434546,5.9283,-0.0004,0.0
1759902578129358410,5.9258,-0.0026,0.0
1759902578166765792,5.927,-0.0016,0.0
1759902578223457731,5.9278,-0.0007,0.0
1759902578273447971,5.9254,-0.0028,0.0
1759902578312134920,5.9267,-0.0016,0.0
1759902578363164318,5.9276,-0.0008,0.0
1759902578410827106,5.9283,-0.0002,0.0
1759902578460701906,5.9288,0.0003,0.0
1759902578511046119,5.9262,-0.002,0.0
1759902578556516543,5.9242,-0.0036,0.0
1759902578605901520,5.9228,-0.0046,0.0
1759902578656451386,5.9248,-0.0027,0.0
1759902578705897820,5.9263,-0.0013,0.0
1759902578756049727,5.9244,-0.003,0.0
1759902578806297136,5.926,-0.0014,0.0
1759902578925635953,5.9239,-0.0035,0.0
1759902578980714561,5.9257,-0.0014,0.0
1759902579029155511,5.9239,-0.0031,0.0
1759902579069271961,5.9257,-0.0015,0.0
1759902579119760730,5.9269,-0.0003,0.0
1759902579170818332,5.9279,0.0005,0.0
1759902579218795488,5.9285,0.001,0.0
1759902579271549189,5.929,0.0014,0.0
1759902579320475784,5.9294,0.0016,0.0
1759902579369375026,5.9266,-0.0008,0.0
1759902579415080798,5.9246,-0.0024,0.0
1759902579461637441,5.9231,-0.0034,0.0
1759902579505987992,5.9221,-0.0042,0.0
1759902579555692628,5.9243,-0.0022,0.0
1759902579606056650,5.9229,-0.0032,0.0
1759902579655202381,5.925,-0.0014,0.0
1759902579707677522,5.9264,-0.0001,0.0
1759902579755483803,5.9275,0.0008,0.0
1759902579801548799,5.9283,0.0015,0.0
1759902579851262973,5.9258,-0.0007,0.0
1759902579935189146,5.9271,0.0006,0.0
1759902579979407797,5.928,0.0014,0.0
1759902580028131224,5.9256,-0.0008,0.0
1759902580085891247,5.9239,-0.0023,0.0
1759902580150224085,5.9257,-0.0005,0.0
1759902580203357408,5.9239,-0.0021,0.0
1759902580254685275,5.9257,-0.0004,0.0
1759902580297190934,5.927,0.0007,0.0
1759902580342682548,5.9249,-0.001,0.0
1759902580379337709,5.9264,0.0002,0.0
1759902580425278568,5.9275,0.001,0.0
1759902580475914337,5.9283,0.0016,0.0
1759902580524736573,5.9288,0.002,0.0
1759902580574176414,5.9293,0.0023,0.0
1759902580615165105,5.9295,0.0024,0.0
1759902580655565136,5.9297,0.0025,0.0
1759902580701287970,5.9299,0.0026,0.0
1759902580753140305,5.93,0.0026,0.0
1759902580801672138,5.9271,-0.0001,0.0
1759902580852342813,5.925,-0.0019,0.0
1759902580931587011,5.9233,-0.0034,0.0
1759902580991242102,5.9253,-0.0013,0.0
1759902581029875419,5.9267,0.0,0.0
1759902581079134156,5.9246,-0.0018,0.0
1759902581123586251,5.9262,-0.0004,0.0
1759902581175017213,5.9243,-0.002,0.0
1759902581224480790,5.926,-0.0005,0.0
1759902581272715748,5.9241,-0.002,0.0
1759902581325668668,5.9228,-0.0031,0.0
1759902581376255073,5.9219,-0.0038,0.0
1759902581425373743,5.9242,-0.0016,0.0
1759902581470280795,5.9229,-0.0026,0.0
1759902581514285097,5.9219,-0.0033,0.0
1759902581569082540,5.9242,-0.0012,0.0
1759902581614860800,5.9229,-0.0022,0.0
1759902581670389094,5.925,-0.0003,0.0
1759902581732763212,5.9265,0.0011,0.0
1759902581755610813,5.9276,0.0019,0.0
1759902581807544152,5.9284,0.0025,0.0
1759902581851317184,5.9289,0.0029,0.0
1759902581924438735,5.9263,0.0002,0.0
1759902581968945394,5.9275,0.0012,0.0
1759902582024319975,5.9283,0.0019,0.0
1759902582060809189,5.9258,-0.0002,0.0
1759902582111303168,5.9271,0.0009,0.0
1759902582156179581,5.928,0.0016,0.0
1759902582205242485,5.9287,0.0021,0.0
1759902582256391491,5.9291,0.0024,0.0
1759902582306440472,5.9295,0.0026,0.0
1759902582356526234,5.9297,0.0027,0.0
1759902582406062709,5.9299,0.0028,0.0
1759902582451130276,5.93,0.0028,0.0
1759902582501352097,5.9301,0.0027,0.0
1759902582551142356,5.9302,0.0027,0.0
1759902582601822749,5.9302,0.0026,0.0
1759902582652099845,5.9302,0.0025,0.0
1759902582701429467,5.9303,0.0024,0.0
1759902582752287619,5.9303,0.0023,0.0
1759902582802778943,5.9303,0.0022,0.0
1759902582853014640,5.9303,0.0021,0.0
1759902582934076338,5.9303,0.002,0.0
1759902582993670804,5.9271,-0.0012,0.0
1759902583029608428,5.928,-0.0004,0.0
1759902583073825626,5.9255,-0.0025,0.0
1759902583120065334,5.9268,-0.0013,0.0425
1759902583181420052,5.9277,-0.0004,0.2566
1759902583214594324,5.9284,0.0001,0.3549
1759902583264694694,5.9259,-0.002,0.4175
1759902583316238110,5.9271,-0.0009,0.5764
1759902583364178657,5.9279,-0.0001,0.7548
1759902583410963474,5.9285,0.0004,0.9295
1759902583460573510,5.926,-0.0018,1.1035
1759902583510168246,5.9211,-0.0059,1.2667
1759902583561218173,5.9175,-0.0087,1.4451
1759902583605226053,5.915,-0.0106,1.6458
1759902583651609886,5.9131,-0.0117,1.8353
1759902583701227185,5.9118,-0.0124,2.0465
1759902583751424560,5.9078,-0.0153,2.2587
1759902583804440390,5.9049,-0.0171,2.4536
1759902583851713847,5.9028,-0.0182,2.5813
1759902583933955923,5.9009,-0.0186,2.8559
1759902583986313550,5.9,-0.0186,3.0148
1759902584033887759,5.8994,-0.0184,3.1466
1759902584082024931,5.8989,-0.0179,3.3058
1759902584138531156,5.8986,-0.0174,3.4593
1759902584187836021,5.9015,-0.0141,3.6253
1759902584215329007,5.9008,-0.0143,3.7359
1759902584265574542,5.906,-0.0095,3.9324
1759902584309650772,5.9099,-0.0061,4.0812
1759902584360973529,5.9127,-0.0034,4.2494
1759902584405389776,5.9148,-0.0016,4.3919
1759902584451646296,5.9163,-0.0003,4.5434
1759902584501198352,5.9264,0.0083,4.7149
1759902584551120441,5.9338,0.0143,4.899
1759902584601657793,5.9422,0.021,5.0728
1759902584651751279,5.9514,0.0281,5.2475
1759902584702071597,5.958,0.0327,5.459
1759902584751172603,5.9688,0.0407,5.6419
1759902584823769856,5.9744,0.0432,5.851
1759902584851370597,5.9769,0.0443,5.9559
1759902584938791223,5.9868,0.0503,6.2588
1759902584989870045,5.9927,0.0534,6.4234
1759902585030629229,5.9934,0.0521,6.5472
1759902585079361664,5.9972,0.0532,6.7399
1759902585145967799,5.9974,0.0501,6.933
1759902585188003844,6.0027,0.0529,7.069
1759902585227136361,6.0123,0.0591,7.2064
1759902585276384217,6.0197,0.0627,7.3764
1759902585327512814,6.0311,0.0696,7.581
1759902585381093420,6.0424,0.0762,7.7403
1759902585419606698,6.0527,0.0822,7.8496
1759902585478878108,6.0674,0.0908,8.0244
1759902585520033677,6.0798,0.098,8.1096
1759902585559750557,6.0915,0.1043,8.22
1759902585612088296,6.1009,0.1076,8.3294
1759902585663030127,6.1165,0.1162,8.3915
1759902585701907118,6.1357,0.1282,8.4286
